# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.01 1.5504e-24    101.39 0 
   348.38 5.7073e-18    353.18 0 
   357.32 6.0874e-18    362.24 0 
   365.64 6.5378e-18    370.68 0 
   375.02 6.8775e-18    380.19 0 
   384.64 7.0539e-18    389.94 0 
   395.41 7.7345e-18    400.87 0 
   404.62 8.2306e-18    410.20 0 
   414.05 8.5592e-18    419.76 0 
   421.75 8.7585e-18    427.56 0 
   429.59 9.0247e-18    435.51 0 
   440.61 9.5155e-18    446.68 0 
   450.87 9.7821e-18    457.09 0 
   460.31 9.9869e-18    466.66 0 
   469.95 1.0290e-17    476.43 0 
   479.79 1.0701e-17    486.41 0 
   489.84 1.0751e-17    496.59 0 
   500.09 1.1283e-17    506.99 0 
   505.89 1.1180e-17    512.86 0 
   511.74 1.2007e-17    518.80 0 
   520.06 1.2202e-17    527.23 0 
   529.73 1.2287e-17    537.03 0 
   539.58 1.2146e-17    547.02 0 
   549.61 1.2287e-17    557.19 0 
   559.82 1.2925e-17    567.54 0 
   570.23 1.3503e-17    578.10 0 
   579.50 1.3534e-17    587.49 0 
   590.27 1.3849e-17    598.41 0 
   599.86 1.3410e-17    608.13 0 
   609.61 1.2174e-17    618.02 0 
   619.52 1.4336e-17    628.06 0 
   629.58 1.4270e-17    638.26 0 
   639.81 1.4704e-17    648.63 0 
   650.21 1.4670e-17    659.17 0 
   657.74 1.4435e-17    666.81 0 
   665.35 1.4977e-17    674.53 0 
   674.61 1.5291e-17    683.91 0 
   685.57 1.4636e-17    695.02 0 
   695.11 1.5468e-17    704.69 0 
   704.78 1.4569e-17    714.50 0 
   716.23 1.5792e-17    726.11 0 
   726.19 1.5865e-17    736.21 0 
   734.60 1.5975e-17    744.73 0 
   744.82 1.5865e-17    755.09 0 
   755.18 1.5901e-17    765.60 0 
   765.69 1.4569e-17    776.25 0 
   774.55 1.6048e-17    785.24 0 
   785.33 1.5611e-17    796.16 0 
   794.42 1.6048e-17    805.38 0 
   805.47 1.6272e-17    816.58 0 
   814.80 1.6309e-17    826.04 0 
   824.24 1.6498e-17    835.60 0 
   835.70 1.4874e-17    847.23 0 
   845.38 1.6422e-17    857.04 0 
   855.17 1.6309e-17    866.96 0 
   865.07 1.6574e-17    877.00 0 
   875.09 1.6766e-17    887.16 0 
   885.22 1.6882e-17    897.43 0 
   895.47 1.6999e-17    907.82 0 
   905.84 1.6805e-17    918.33 0 
   914.22 2.0018e-17    926.83 0 
   924.81 5.0749e-17    937.56 0 
   935.52 9.0872e-17    948.42 0 
   944.17 1.5221e-16    957.19 0 
   955.11 2.1352e-16    968.28 0 
   963.94 2.1950e-16    977.24 0 
   975.11 5.2775e-17    988.55 0 
   984.13 1.6122e-16    997.70 0 
   995.52 1.8942e-16   1009.25 0 
  1004.74 3.0439e-16   1018.59 0 
  1014.03 3.1148e-16   1028.02 0 
  1025.77 1.5397e-16   1039.92 0 
  1035.27 2.1205e-16   1049.54 0 
  1044.85 4.3095e-16   1059.25 0 
  1054.51 4.2799e-16   1069.05 0 
  1064.27 3.1581e-16   1078.95 0 
  1074.12 3.9485e-16   1088.93 0 
  1084.06 2.9271e-16   1099.01 0 
  1094.09 4.3095e-16   1109.18 0 
  1104.21 4.1728e-16   1119.44 0 
  1114.43 3.9213e-16   1129.80 0 
  1124.74 3.4628e-16   1140.25 0 
  1135.15 4.8132e-16   1150.80 0 
  1145.65 4.3494e-16   1161.45 0 
  1156.25 4.7800e-16   1172.20 0 
  1164.27 4.9140e-16   1180.32 0 
  1175.04 3.1581e-16   1191.24 0 
  1185.91 4.8354e-16   1202.26 0 
  1194.13 3.0580e-16   1210.60 0 
  1205.18 2.0722e-16   1221.80 0 
  1216.33 1.7597e-16   1233.11 0 
  1224.76 3.5029e-16   1241.65 0 
  1236.10 5.6031e-16   1253.14 0 
  1244.66 6.2006e-16   1261.83 0 
  1256.18 5.8134e-16   1273.50 0 
  1264.89 4.9026e-16   1282.33 0 
  1273.66 6.7831e-16   1291.22 0 
  1285.44 7.2683e-16   1303.17 0 
  1294.35 5.2654e-16   1312.20 0 
  1306.33 5.2291e-16   1324.34 0 
  1315.38 7.1356e-16   1333.52 0 
  1324.50 6.7988e-16   1342.77 0 
  1333.68 5.7469e-16   1352.07 0 
  1346.02 7.4547e-16   1364.58 0 
  1355.35 7.2349e-16   1374.04 0 
  1364.75 6.2724e-16   1383.57 0 
  1374.21 6.7675e-16   1393.16 0 
  1383.73 6.8617e-16   1402.81 0 
  1396.54 5.8672e-16   1415.79 0 
  1406.22 6.1014e-16   1425.61 0 
  1415.96 6.3596e-16   1435.49 0 
  1425.78 6.7055e-16   1445.44 0 
  1435.66 6.6901e-16   1455.46 0 
  1442.29 7.1851e-16   1462.18 0 
  1445.61 7.3864e-16   1465.55 0 
  1455.63 7.1192e-16   1475.71 0 
  1465.72 6.4779e-16   1485.94 0 
  1475.88 6.5680e-16   1496.24 0 
  1486.11 6.8459e-16   1506.61 0 
  1496.41 7.0539e-16   1517.05 0 
  1503.32 6.6135e-16   1524.05 0 
  1510.26 5.7469e-16   1531.09 0 
  1517.23 6.3158e-16   1538.15 0 
  1524.23 6.0734e-16   1545.25 0 
  1534.80 5.1219e-16   1555.97 0 
  1545.44 5.8000e-16   1566.75 0 
  1556.15 5.5135e-16   1577.61 0 
  1563.33 5.6942e-16   1584.89 0 
  1574.17 6.1863e-16   1595.88 0 
  1585.08 6.6593e-16   1606.94 0 
  1596.07 6.8459e-16   1618.08 0 
  1603.44 6.7988e-16   1625.55 0 
  1614.55 6.9093e-16   1636.82 0 
  1625.74 6.5228e-16   1648.16 0 
  1633.25 7.1192e-16   1655.77 0 
  1644.57 7.3018e-16   1667.25 0 
  1655.97 6.7520e-16   1678.80 0 
  1663.61 7.5064e-16   1686.55 0 
  1671.29 6.5078e-16   1694.34 0 
  1675.14 7.6812e-16   1698.24 0 
  1686.76 8.1739e-16   1710.02 0 
  1694.54 7.6812e-16   1717.91 0 
  1706.29 7.4034e-16   1729.82 0 
  1714.16 6.9732e-16   1737.80 0 
  1726.04 7.0054e-16   1749.85 0 
  1734.01 7.6459e-16   1757.92 0 
  1746.03 7.5584e-16   1770.11 0 
  1754.09 8.2117e-16   1778.28 0 
  1766.25 7.5410e-16   1790.61 0 
  1774.40 7.7345e-16   1798.87 0 
  1786.70 8.0247e-16   1811.34 0 
  1794.95 8.7384e-16   1819.70 0 
  1803.23 8.7990e-16   1828.10 0 
  1815.73 8.0618e-16   1840.77 0 
  1824.11 8.3643e-16   1849.27 0 
  1836.76 8.0990e-16   1862.09 0 
  1845.24 7.4719e-16   1870.68 0 
  1853.75 7.5584e-16   1879.32 0 
  1866.60 7.9329e-16   1892.34 0 
  1875.22 8.7787e-16   1901.08 0 
  1883.87 8.0804e-16   1909.85 0 
  1896.93 7.8601e-16   1923.09 0 
  1905.69 8.5002e-16   1931.97 0 
  1914.49 8.1928e-16   1940.89 0 
  1923.32 8.0990e-16   1949.84 0 
  1936.65 8.5592e-16   1963.36 0 
  1945.59 9.0247e-16   1972.42 0 
  1954.57 8.4417e-16   1981.53 0 
  1968.12 9.5155e-16   1995.26 0 
  1977.21 9.9182e-16   2004.47 0 
  1981.76 9.4500e-16   2009.09 0 
  1995.50 9.3203e-16   2023.02 0 
  2004.71 9.7821e-16   2032.36 0 
  2013.97 9.5594e-16   2041.74 0 
  2023.26 1.0126e-15   2051.16 0 
  2037.29 9.6479e-16   2065.38 0 
  2046.69 1.0173e-15   2074.91 0 
  2056.14 9.4066e-16   2084.49 0 
  2065.63 9.6924e-16   2094.11 0 
  2075.16 1.0875e-15   2103.78 0 
  2079.95 1.0434e-15   2108.63 0 
  2084.74 1.1052e-15   2113.49 0 
  2094.36 1.0554e-15   2123.24 0 
  2104.03 1.0775e-15   2133.04 0 
  2113.74 1.1128e-15   2142.89 0 
  2123.50 1.1309e-15   2152.78 0 
  2133.30 1.0800e-15   2162.72 0 
  2143.15 1.1154e-15   2172.70 0 
  2153.04 1.1707e-15   2182.73 0 
  2162.98 1.1466e-15   2192.81 0 
  2172.96 1.1599e-15   2202.93 0 
  2182.99 1.1573e-15   2213.09 0 
  2193.07 1.2202e-15   2223.31 0 
  2203.19 1.2090e-15   2233.57 0 
  2213.36 1.1626e-15   2243.88 0 
  2223.58 1.1546e-15   2254.24 0 
  2233.84 1.2343e-15   2264.64 0 
  2244.15 1.2118e-15   2275.10 0 
  2254.51 1.1680e-15   2285.60 0 
  2264.92 1.2062e-15   2296.15 0 
  2275.37 1.2495e-15   2306.75 0 
  2285.87 1.2978e-15   2317.39 0 
  2296.42 1.2238e-15   2328.09 0 
  2307.02 1.2711e-15   2338.84 0 
  2312.34 1.2287e-15   2344.23 0 
  2323.01 1.0278e-15   2355.05 0 
  2333.74 1.1869e-15   2365.92 0 
  2344.51 1.1774e-15   2376.84 0 
  2355.33 1.2659e-15   2387.81 0 
  2366.20 1.1965e-15   2398.83 0 
  2377.12 1.2314e-15   2409.91 0 
  2382.60 1.1713e-15   2415.46 0 
  2393.60 1.2478e-15   2426.61 0 
  2404.65 1.2350e-15   2437.81 0 
  2415.75 1.2769e-15   2449.06 0 
  2426.90 1.3667e-15   2460.37 0 
  2432.49 1.3456e-15   2466.04 0 
  2443.72 1.4237e-15   2477.42 0 
  2455.00 1.4386e-15   2488.86 0 
  2466.33 1.4271e-15   2500.35 0 
  2477.72 1.4059e-15   2511.89 0 
  2483.43 1.3907e-15   2517.68 0 
  2494.89 1.2127e-15   2529.30 0 
  2506.41 1.4834e-15   2540.97 0 
  2512.19 1.3444e-15   2546.83 0 
  2517.98 1.3956e-15   2552.70 0 
  2523.78 1.3901e-15   2558.59 0 
  2535.43 1.4540e-15   2570.40 0 
  2547.13 1.4457e-15   2582.26 0 
  2553.01 1.5972e-15   2588.21 0 
  2564.79 1.5484e-15   2600.16 0 
  2576.63 1.6497e-15   2612.16 0 
  2582.57 1.6356e-15   2618.18 0 
  2594.49 1.6226e-15   2630.27 0 
  2606.47 1.6023e-15   2642.41 0 
  2612.47 1.5885e-15   2648.50 0 
  2624.53 1.6809e-15   2660.72 0 
  2636.65 1.8496e-15   2673.01 0 
  2642.73 2.0153e-15   2679.17 0 
  2654.92 2.2693e-15   2691.54 0 
  2667.18 1.9161e-15   2703.96 0 
  2673.33 2.0170e-15   2710.19 0 
  2685.67 2.1244e-15   2722.70 0 
  2698.06 1.9489e-15   2735.27 0 
  2704.28 2.0896e-15   2741.57 0 
  2716.76 1.9392e-15   2754.23 0 
  2723.03 1.8745e-15   2760.58 0 
  2735.60 1.9881e-15   2773.32 0 
  2741.90 1.7895e-15   2779.71 0 
  2754.56 1.8805e-15   2792.54 0 
  2767.27 1.9991e-15   2805.43 0 
  2773.65 2.0850e-15   2811.90 0 
  2786.45 1.9305e-15   2824.88 0 
  2792.88 1.6748e-15   2831.39 0 
  2805.77 1.7722e-15   2844.46 0 
  2812.24 2.1076e-15   2851.02 0 
  2825.22 2.2928e-15   2864.18 0 
  2838.26 2.2230e-15   2877.40 0 
  2844.80 2.0952e-15   2884.03 0 
  2857.93 1.9579e-15   2897.34 0 
  2864.52 2.3071e-15   2904.02 0 
  2877.74 2.5565e-15   2917.43 0 
  2884.38 2.5000e-15   2924.15 0 
  2897.69 2.6885e-15   2937.65 0 
  2911.07 3.1123e-15   2951.21 0 
  2931.24 2.9714e-15   2971.67 0 
  2951.56 2.8962e-15   2992.27 0 
  2972.02 2.9972e-15   3013.01 0 
  2992.62 3.0380e-15   3033.89 0 
  3013.37 3.0372e-15   3054.92 0 
  3027.28 3.1994e-15   3069.02 0 
  3048.26 3.2656e-15   3090.30 0 
  3069.39 3.4903e-15   3111.72 0 
  3090.67 3.4976e-15   3133.29 0 
  3112.09 3.8342e-15   3155.01 0 
  3126.45 3.7007e-15   3169.57 0 
  3148.12 3.7862e-15   3191.54 0 
  3169.95 3.9822e-15   3213.66 0 
  3191.92 3.6901e-15   3235.94 0 
  3206.65 3.9144e-15   3250.87 0 
  3228.88 3.6190e-15   3273.41 0 
  3251.26 4.3705e-15   3296.10 0 
  3266.27 4.8101e-15   3311.31 0 
  3288.91 4.7984e-15   3334.26 0 
  3311.71 4.6564e-15   3357.38 0 
  3319.34 4.7246e-15   3365.12 0 
  3326.99 4.8829e-15   3372.87 0 
  3334.66 5.1050e-15   3380.65 0 
  3342.35 4.8230e-15   3388.44 0 
  3350.05 5.1598e-15   3396.25 0 
  3357.78 5.1281e-15   3404.08 0 
  3365.52 4.2783e-15   3411.93 0 
  3373.28 4.1077e-15   3419.79 0 
  3381.05 4.7634e-15   3427.68 0 
  3388.85 5.1432e-15   3435.58 0 
  3396.66 4.7158e-15   3443.50 0 
  3404.49 5.3812e-15   3451.44 0 
  3412.34 4.9227e-15   3459.39 0 
  3420.20 5.1230e-15   3467.37 0 
  3428.09 5.1862e-15   3475.36 0 
  3435.99 5.1071e-15   3483.37 0 
  3443.91 4.3202e-15   3491.40 0 
  3451.85 5.1384e-15   3499.45 0 
  3459.81 5.1898e-15   3507.52 0 
  3467.78 5.1107e-15   3515.60 0 
  3475.78 5.1618e-15   3523.71 0 
  3483.79 5.1657e-15   3531.83 0 
  3491.82 5.2657e-15   3539.97 0 
  3499.87 4.8394e-15   3548.13 0 
  3507.94 5.7427e-15   3556.31 0 
  3516.03 4.9825e-15   3564.51 0 
  3524.13 5.1734e-15   3572.73 0 
  3532.25 5.5990e-15   3580.96 0 
  3540.40 5.8538e-15   3589.22 0 
  3548.56 6.0921e-15   3597.49 0 
  3556.74 5.5732e-15   3605.79 0 
  3564.94 5.8268e-15   3614.10 0 
  3573.16 4.6856e-15   3622.43 0 
  3581.39 4.9442e-15   3630.78 0 
  3589.65 4.2115e-15   3639.15 0 
  3597.92 5.5306e-15   3647.54 0 
  3606.22 5.4463e-15   3655.95 0 
  3614.53 5.3634e-15   3664.37 0 
  3619.51 3.6656e-15   3669.42 1 
  3622.22 4.8032e-15   3672.17 1 
  3624.93 4.6239e-15   3674.92 1 
  3627.64 5.3349e-15   3677.67 1 
  3630.36 5.7798e-15   3680.42 1 
  3633.07 5.6007e-15   3683.17 1 
  3635.78 4.8993e-15   3685.92 1 
  3638.50 6.0341e-15   3688.67 1 
  3641.21 5.9101e-15   3691.42 1 
  3643.92 5.9130e-15   3694.17 1 
  3646.63 6.0552e-15   3696.92 1 
  3649.35 5.2826e-15   3699.67 1 
  3652.06 5.5977e-15   3702.42 1 
  3654.77 5.6221e-15   3705.17 1 
  3657.48 6.6863e-15   3707.92 1 
  3660.20 4.2000e-15   3710.67 1 
  3662.91 4.8002e-15   3713.42 1 
  3665.62 5.5809e-15   3716.17 1 
  3668.33 5.5144e-15   3718.92 1 
  3671.05 5.6752e-15   3721.67 1 
  3673.76 6.2777e-15   3724.42 1 
  3676.47 5.4779e-15   3727.17 1 
  3679.18 6.1468e-15   3729.92 1 
  3681.90 4.8984e-15   3732.67 1 
  3684.61 4.5310e-15   3735.42 1 
  3687.32 5.3996e-15   3738.17 1 
  3690.03 5.5559e-15   3740.92 1 
  3692.75 5.3228e-15   3743.67 1 
  3695.46 5.1243e-15   3746.42 1 
  3698.17 6.5711e-15   3749.17 1 
  3700.88 5.1700e-15   3751.92 1 
  3703.60 5.8830e-15   3754.67 1 
  3706.31 5.3952e-15   3757.42 1 
  3709.02 5.9230e-15   3760.17 1 
  3711.74 5.9981e-15   3762.92 1 
  3714.45 6.8447e-15   3765.67 1 
  3717.16 6.1275e-15   3768.42 1 
  3719.87 7.4392e-15   3771.17 1 
  3722.59 8.2708e-15   3773.92 1 
  3725.30 9.6495e-15   3776.67 1 
  3728.01 1.0829e-14   3779.42 1 
  3730.72 9.7555e-15   3782.17 1 
  3733.44 7.3724e-15   3784.92 1 
  3736.15 6.0388e-15   3787.67 1 
  3738.86 5.0759e-15   3790.42 1 
  3741.57 6.4905e-15   3793.17 1 
  3744.29 6.2066e-15   3795.92 1 
  3747.00 5.9671e-15   3798.67 1 
  3749.71 5.8177e-15   3801.42 1 
  3752.42 6.2383e-15   3804.17 1 
  3755.14 6.1069e-15   3806.92 1 
  3757.85 5.8758e-15   3809.67 1 
  3760.56 7.1170e-15   3812.42 1 
  3763.27 6.4216e-15   3815.17 1 
  3765.99 6.5162e-15   3817.92 1 
  3768.70 6.1950e-15   3820.67 1 
  3771.41 6.6705e-15   3823.42 1 
  3774.12 7.8357e-15   3826.17 1 
  3776.84 7.5999e-15   3828.92 1 
  3779.55 7.1632e-15   3831.67 1 
  3782.26 8.4508e-15   3834.42 1 
  3784.98 6.8281e-15   3837.17 1 
  3787.69 7.6601e-15   3839.92 1 
  3790.40 8.2330e-15   3842.67 1 
  3793.11 6.2657e-15   3845.42 1 
  3795.83 5.8455e-15   3848.17 1 
  3798.54 6.1061e-15   3850.92 1 
  3801.25 7.1615e-15   3853.67 1 
  3803.96 7.5963e-15   3856.42 1 
  3806.68 8.3427e-15   3859.17 1 
  3809.39 8.2416e-15   3861.92 1 
  3812.10 8.6748e-15   3864.67 1 
  3814.81 7.7284e-15   3867.42 1 
  3817.53 7.7781e-15   3870.17 1 
  3820.24 7.5379e-15   3872.92 1 
  3822.95 6.9645e-15   3875.67 1 
  3825.66 6.8636e-15   3878.42 1 
  3828.38 6.5896e-15   3881.17 1 
  3831.09 6.5611e-15   3883.92 1 
  3833.80 5.9738e-15   3886.67 1 
  3836.51 5.4066e-15   3889.42 1 
  3839.23 6.4642e-15   3892.17 1 
  3841.94 7.0811e-15   3894.92 1 
  3844.65 7.1476e-15   3897.67 1 
  3847.36 7.8384e-15   3900.42 1 
  3850.08 8.9574e-15   3903.17 1 
  3852.79 8.4835e-15   3905.92 1 
  3855.50 8.6411e-15   3908.67 1 
  3858.22 8.4316e-15   3911.42 1 
  3860.93 8.3484e-15   3914.17 1 
  3863.64 9.6065e-15   3916.92 1 
  3866.35 9.4794e-15   3919.67 1 
  3869.07 8.5631e-15   3922.42 1 
  3871.78 8.3597e-15   3925.17 1 
  3874.49 8.3478e-15   3927.92 1 
  3877.20 8.1490e-15   3930.67 1 
  3879.92 7.7792e-15   3933.42 1 
  3882.63 6.7493e-15   3936.17 1 
  3885.34 6.3741e-15   3938.92 1 
  3888.05 6.2040e-15   3941.67 1 
  3890.77 6.8592e-15   3944.42 1 
  3893.48 6.6075e-15   3947.17 1 
  3896.19 7.4349e-15   3949.92 1 
  3898.90 8.0535e-15   3952.67 1 
  3901.62 8.4403e-15   3955.42 1 
  3904.33 8.3678e-15   3958.17 1 
  3907.04 8.7523e-15   3960.92 1 
  3909.75 8.8909e-15   3963.67 1 
  3912.47 8.6202e-15   3966.42 1 
  3915.18 9.0361e-15   3969.17 1 
  3917.89 9.1181e-15   3971.92 1 
  3920.60 9.0661e-15   3974.67 1 
  3923.32 8.9918e-15   3977.42 1 
  3926.03 8.1322e-15   3980.17 1 
  3928.74 6.7246e-15   3982.92 1 
  3931.46 6.4056e-15   3985.67 1 
  3934.17 6.3065e-15   3988.42 1 
  3936.88 6.5670e-15   3991.17 1 
  3939.59 7.0953e-15   3993.92 1 
  3942.31 8.5733e-15   3996.67 1 
  3945.02 8.6924e-15   3999.42 1 
  3947.73 8.2780e-15   4002.17 1 
  3950.44 8.7654e-15   4004.92 1 
  3953.16 8.5767e-15   4007.67 1 
  3955.87 8.9187e-15   4010.42 1 
  3958.58 8.6019e-15   4013.17 1 
  3961.29 7.1538e-15   4015.92 1 
  3964.01 6.2146e-15   4018.67 1 
  3966.72 5.4082e-15   4021.42 1 
  3969.43 4.9076e-15   4024.17 1 
  3972.14 5.9167e-15   4026.92 1 
  3974.86 6.7335e-15   4029.67 1 
  3977.57 8.0645e-15   4032.42 1 
  3980.28 8.5357e-15   4035.17 1 
  3982.99 9.0878e-15   4037.92 1 
  3985.71 9.1054e-15   4040.67 1 
  3988.42 9.9964e-15   4043.42 1 
  3991.13 1.0258e-14   4046.17 1 
  3993.84 9.1500e-15   4048.92 1 
  3996.56 1.0270e-14   4051.67 1 
  3999.27 9.8301e-15   4054.42 1 
  4001.98 1.0407e-14   4057.17 1 
  4004.70 1.0514e-14   4059.92 1 
  4007.41 1.0835e-14   4062.67 1 
  4010.12 1.0289e-14   4065.42 1 
  4012.83 1.0535e-14   4068.17 1 
  4015.55 1.1018e-14   4070.92 1 
  4018.26 1.0454e-14   4073.67 1 
  4020.97 1.1445e-14   4076.42 1 
  4023.68 1.1309e-14   4079.17 1 
  4026.40 1.1051e-14   4081.92 1 
  4029.11 1.1199e-14   4084.67 1 
  4031.82 1.0657e-14   4087.42 1 
  4034.53 1.0806e-14   4090.17 1 
  4037.25 1.1081e-14   4092.92 1 
  4039.96 1.0995e-14   4095.67 1 
  4042.67 1.1025e-14   4098.42 1 
  4045.38 1.0763e-14   4101.17 1 
  4048.10 1.0979e-14   4103.92 1 
  4050.81 1.0912e-14   4106.67 1 
  4053.52 1.0736e-14   4109.42 1 
  4056.23 1.1184e-14   4112.17 1 
  4058.95 1.1082e-14   4114.92 1 
  4061.66 1.1402e-14   4117.67 1 
  4064.37 1.0619e-14   4120.42 1 
  4067.08 1.0135e-14   4123.17 1 
  4069.80 1.0824e-14   4125.92 1 
  4072.51 1.0342e-14   4128.67 1 
  4075.22 1.0481e-14   4131.42 1 
  4077.94 9.7944e-15   4134.17 1 
  4080.65 1.0328e-14   4136.92 1 
  4083.36 1.0464e-14   4139.67 1 
  4086.07 1.0691e-14   4142.42 1 
  4088.79 1.0399e-14   4145.17 1 
  4091.50 1.0986e-14   4147.92 1 
  4094.21 9.6617e-15   4150.67 1 
  4096.92 9.3494e-15   4153.42 1 
  4099.64 9.1204e-15   4156.17 1 
  4102.35 8.8041e-15   4158.92 1 
  4105.06 9.0738e-15   4161.67 1 
  4107.77 9.4796e-15   4164.42 1 
  4110.49 1.0479e-14   4167.17 1 
  4113.20 1.1119e-14   4169.92 1 
  4115.91 1.0537e-14   4172.67 1 
  4118.62 1.0470e-14   4175.42 1 
  4121.34 1.1051e-14   4178.17 1 
  4124.05 1.0728e-14   4180.92 1 
  4126.76 1.0545e-14   4183.67 1 
  4129.47 1.0841e-14   4186.42 1 
  4132.19 1.0863e-14   4189.17 1 
  4134.90 1.1402e-14   4191.92 1 
  4137.61 1.1038e-14   4194.67 1 
  4140.32 1.0996e-14   4197.42 1 
  4143.04 1.1210e-14   4200.17 1 
  4145.75 1.1372e-14   4202.92 1 
  4148.46 1.1270e-14   4205.67 1 
  4151.18 1.0783e-14   4208.42 1 
  4153.89 1.0816e-14   4211.17 1 
  4156.60 1.1819e-14   4213.92 1 
  4159.31 1.1166e-14   4216.67 1 
  4162.03 1.1674e-14   4219.42 1 
  4164.74 1.0999e-14   4222.17 1 
  4167.45 1.1043e-14   4224.92 1 
  4170.16 1.0730e-14   4227.67 1 
  4172.88 1.1052e-14   4230.42 1 
  4175.59 1.0550e-14   4233.17 1 
  4178.30 1.0850e-14   4235.92 1 
  4181.01 1.0494e-14   4238.67 1 
  4183.73 1.0856e-14   4241.42 1 
  4186.44 1.1317e-14   4244.17 1 
  4189.15 1.1574e-14   4246.92 1 
  4191.86 1.0942e-14   4249.67 1 
  4194.58 1.1976e-14   4252.42 1 
  4197.29 1.1362e-14   4255.17 1 
  4200.00 1.0698e-14   4257.92 1 
  4202.71 1.0709e-14   4260.67 1 
  4205.43 1.1148e-14   4263.42 1 
  4208.14 1.0570e-14   4266.17 1 
  4210.85 1.1201e-14   4268.92 1 
  4213.56 1.0916e-14   4271.67 1 
  4216.28 1.1217e-14   4274.42 1 
  4218.99 1.1344e-14   4277.17 1 
  4221.70 1.1084e-14   4279.92 1 
  4224.42 1.1083e-14   4282.67 1 
  4227.13 1.0985e-14   4285.42 1 
  4229.84 1.1553e-14   4288.17 1 
  4232.55 1.1376e-14   4290.92 1 
  4235.27 1.1560e-14   4293.67 1 
  4237.98 1.1089e-14   4296.42 1 
  4240.69 1.1749e-14   4299.17 1 
  4243.40 1.1666e-14   4301.92 1 
  4246.12 1.1964e-14   4304.67 1 
  4248.83 1.1782e-14   4307.42 1 
  4251.54 1.1973e-14   4310.17 1 
  4254.25 1.1717e-14   4312.92 1 
  4256.97 1.1980e-14   4315.67 1 
  4259.68 1.1470e-14   4318.42 1 
  4262.39 1.1609e-14   4321.17 1 
  4265.10 1.2066e-14   4323.92 1 
  4267.82 1.1860e-14   4326.67 1 
  4270.53 1.1715e-14   4329.42 1 
  4273.24 1.1233e-14   4332.17 1 
  4275.95 1.1240e-14   4334.92 1 
  4278.67 1.2083e-14   4337.67 1 
  4281.38 1.2064e-14   4340.42 1 
  4284.09 1.1957e-14   4343.17 1 
