# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   100.04 1.6738e-23    100.23 0 
   835.90 7.4252e-17    837.53 0 
   845.58 8.5449e-17    847.23 0 
   855.37 8.8656e-17    857.04 0 
   865.28 9.3262e-17    866.96 0 
   875.30 9.7883e-17    877.00 0 
   885.43 1.0297e-16    887.16 0 
   895.69 1.0733e-16    897.43 0 
   903.97 1.0957e-16    905.73 0 
   914.44 1.5407e-16    916.22 0 
   925.03 8.5449e-16    926.83 0 
   935.74 1.7527e-15    937.56 0 
   944.40 3.4412e-15    946.24 0 
   955.34 4.5678e-15    957.19 0 
   964.18 5.6326e-15    966.05 0 
   975.34 1.7567e-15    977.24 0 
   984.36 6.0912e-15    986.28 0 
   995.76 5.9663e-15    997.70 0 
  1004.98 6.8819e-15   1006.93 0 
  1014.28 6.2188e-15   1016.25 0 
  1026.02 2.6285e-15   1028.02 0 
  1035.51 5.2325e-15   1037.53 0 
  1045.10 7.7394e-15   1047.13 0 
  1054.77 7.6684e-15   1056.82 0 
  1064.53 6.8502e-15   1066.60 0 
  1074.38 7.4939e-15   1076.47 0 
  1084.32 6.7097e-15   1086.43 0 
  1094.35 7.6156e-15   1096.48 0 
  1104.48 7.2729e-15   1106.62 0 
  1114.70 7.2228e-15   1116.86 0 
  1125.01 6.6789e-15   1127.20 0 
  1135.42 7.3740e-15   1137.63 0 
  1145.92 6.9296e-15   1148.15 0 
  1153.87 7.1237e-15   1156.11 0 
  1164.54 7.2228e-15   1166.81 0 
  1175.32 5.8171e-15   1177.61 0 
  1186.20 6.9776e-15   1188.50 0 
  1194.42 6.0354e-15   1196.74 0 
  1205.47 4.9058e-15   1207.81 0 
  1213.83 2.4530e-15   1216.19 0 
  1225.06 5.1845e-15   1227.44 0 
  1236.39 6.5570e-15   1238.80 0 
  1244.96 6.8345e-15   1247.38 0 
  1253.59 6.7407e-15   1256.03 0 
  1265.19 6.4373e-15   1267.65 0 
  1273.96 6.9136e-15   1276.44 0 
  1285.75 6.9455e-15   1288.25 0 
  1294.66 6.2908e-15   1297.18 0 
  1303.64 6.3053e-15   1306.17 0 
  1315.70 6.8031e-15   1318.26 0 
  1324.82 6.5721e-15   1327.39 0 
  1334.00 6.2619e-15   1336.60 0 
  1346.34 6.5721e-15   1348.96 0 
  1355.68 6.5119e-15   1358.31 0 
  1365.07 6.2331e-15   1367.73 0 
  1374.54 6.2331e-15   1377.21 0 
  1384.06 6.2619e-15   1386.76 0 
  1393.66 5.6455e-15   1396.37 0 
  1406.55 5.7638e-15   1409.29 0 
  1416.30 5.9938e-15   1419.06 0 
  1426.12 5.9252e-15   1428.89 0 
  1436.01 5.9389e-15   1438.80 0 
  1442.63 6.0215e-15   1445.44 0 
  1445.96 5.9801e-15   1448.77 0 
  1455.98 5.8980e-15   1458.81 0 
  1466.07 5.7109e-15   1468.93 0 
  1476.24 5.6716e-15   1479.11 0 
  1486.47 5.6196e-15   1489.36 0 
  1493.33 5.5938e-15   1496.24 0 
  1503.68 5.4039e-15   1506.61 0 
  1510.62 5.1251e-15   1513.56 0 
  1517.60 5.2445e-15   1520.55 0 
  1524.60 5.2204e-15   1527.57 0 
  1535.17 4.8496e-15   1538.15 0 
  1545.81 4.9058e-15   1548.82 0 
  1556.53 4.7392e-15   1559.55 0 
  1563.71 4.8496e-15   1566.75 0 
  1574.55 4.9855e-15   1577.61 0 
  1585.46 5.0085e-15   1588.55 0 
  1596.45 5.0316e-15   1599.56 0 
  1603.82 4.8945e-15   1606.94 0 
  1614.94 4.8608e-15   1618.08 0 
  1626.13 4.7831e-15   1629.30 0 
  1633.64 4.8720e-15   1636.82 0 
  1644.96 4.8162e-15   1648.16 0 
  1656.37 4.7174e-15   1659.59 0 
  1664.01 4.8496e-15   1667.25 0 
  1671.69 4.6527e-15   1674.94 0 
  1675.54 4.8384e-15   1678.80 0 
  1683.28 4.8273e-15   1686.55 0 
  1694.95 4.6958e-15   1698.24 0 
  1706.70 4.5783e-15   1710.02 0 
  1714.57 4.4535e-15   1717.91 0 
  1726.46 4.4127e-15   1729.82 0 
  1734.43 4.5051e-15   1737.80 0 
  1746.45 4.4127e-15   1749.85 0 
  1754.51 4.4844e-15   1757.92 0 
  1766.67 4.2925e-15   1770.11 0 
  1774.83 4.3123e-15   1778.28 0 
  1783.02 4.3222e-15   1786.49 0 
  1795.38 4.3723e-15   1798.87 0 
  1803.67 4.3622e-15   1807.17 0 
  1816.17 4.1851e-15   1819.70 0 
  1824.55 4.2141e-15   1828.10 0 
  1832.97 4.1372e-15   1836.54 0 
  1845.68 3.9238e-15   1849.27 0 
  1854.20 3.8878e-15   1857.80 0 
  1867.05 3.9238e-15   1870.68 0 
  1875.67 4.0337e-15   1879.32 0 
  1884.33 3.7993e-15   1887.99 0 
  1893.02 3.6535e-15   1896.71 0 
  1906.15 3.8169e-15   1909.85 0 
  1914.94 3.6873e-15   1918.67 0 
  1923.78 3.6117e-15   1927.53 0 
  1937.12 3.6873e-15   1940.89 0 
  1946.06 3.7558e-15   1949.84 0 
  1955.04 3.5539e-15   1958.84 0 
  1968.59 3.7043e-15   1972.42 0 
  1977.68 3.7732e-15   1981.53 0 
  1982.24 3.6200e-15   1986.10 0 
  1995.98 3.5376e-15   1999.86 0 
  2005.19 3.5868e-15   2009.09 0 
  2014.45 3.5621e-15   2018.37 0 
  2023.75 3.6117e-15   2027.68 0 
  2033.09 3.4810e-15   2037.04 0 
  2047.18 3.4890e-15   2051.16 0 
  2056.63 3.3474e-15   2060.63 0 
  2066.12 3.3861e-15   2070.14 0 
  2075.66 3.5132e-15   2079.70 0 
  2085.24 3.4254e-15   2089.30 0 
  2094.87 3.3091e-15   2098.94 0 
  2104.53 3.3551e-15   2108.63 0 
  2114.25 3.3474e-15   2118.36 0 
  2124.01 3.3706e-15   2128.14 0 
  2133.81 3.2863e-15   2137.96 0 
  2143.66 3.2487e-15   2147.83 0 
  2153.56 3.2863e-15   2157.74 0 
  2163.50 3.2263e-15   2167.70 0 
  2173.48 3.2041e-15   2177.71 0 
  2183.51 3.1674e-15   2187.76 0 
  2193.59 3.2041e-15   2197.86 0 
  2203.72 3.1456e-15   2208.01 0 
  2213.89 3.0882e-15   2218.20 0 
  2224.11 3.0318e-15   2228.44 0 
  2234.37 3.0740e-15   2238.72 0 
  2244.69 3.0318e-15   2249.05 0 
  2255.05 2.9697e-15   2259.44 0 
  2265.46 2.9765e-15   2269.86 0 
  2275.92 2.9765e-15   2280.34 0 
  2286.42 2.9765e-15   2290.87 0 
  2296.97 2.8891e-15   2301.44 0 
  2307.58 2.8987e-15   2312.07 0 
  2312.90 2.8538e-15   2317.39 0 
  2323.57 2.5577e-15   2328.09 0 
  2334.30 2.7752e-15   2338.84 0 
  2345.07 2.7210e-15   2349.63 0 
  2355.90 2.7680e-15   2360.48 0 
  2366.77 2.6954e-15   2371.37 0 
  2377.70 2.7106e-15   2382.32 0 
  2383.18 2.6320e-15   2387.81 0 
  2394.18 2.6713e-15   2398.83 0 
  2405.23 2.6253e-15   2409.91 0 
  2416.33 2.6220e-15   2421.03 0 
  2427.48 2.6490e-15   2432.20 0 
  2433.08 2.5900e-15   2437.81 0 
  2444.31 2.6167e-15   2449.06 0 
  2455.59 2.6015e-15   2460.37 0 
  2466.93 2.5685e-15   2471.72 0 
  2472.61 2.5346e-15   2477.42 0 
  2484.03 2.5490e-15   2488.86 0 
  2495.49 2.4424e-15   2500.35 0 
  2507.01 2.5427e-15   2511.89 0 
  2512.79 2.4464e-15   2517.68 0 
  2518.58 2.4817e-15   2523.48 0 
  2524.39 2.4377e-15   2529.30 0 
  2536.04 2.4180e-15   2540.97 0 
  2547.75 2.3984e-15   2552.70 0 
  2553.62 2.4387e-15   2558.59 0 
  2565.41 2.4134e-15   2570.40 0 
  2577.25 2.4328e-15   2582.26 0 
  2583.19 2.4229e-15   2588.21 0 
  2595.11 2.4033e-15   2600.16 0 
  2607.09 2.3675e-15   2612.16 0 
  2613.10 2.3471e-15   2618.18 0 
  2625.16 2.3551e-15   2630.27 0 
  2637.28 2.3523e-15   2642.41 0 
  2643.36 2.4084e-15   2648.50 0 
  2655.56 2.4000e-15   2660.72 0 
  2667.82 2.3426e-15   2673.01 0 
  2673.97 2.3548e-15   2679.17 0 
  2686.31 2.3520e-15   2691.54 0 
  2692.50 2.2997e-15   2697.74 0 
  2704.93 2.3076e-15   2710.19 0 
  2717.42 2.2681e-15   2722.70 0 
  2723.68 2.2434e-15   2728.98 0 
  2736.25 2.2668e-15   2741.57 0 
  2742.56 2.1760e-15   2747.89 0 
  2755.22 2.1785e-15   2760.58 0 
  2767.94 2.1910e-15   2773.32 0 
  2774.32 2.2177e-15   2779.71 0 
  2787.12 2.1847e-15   2792.54 0 
  2793.55 2.0401e-15   2798.98 0 
  2806.44 2.0852e-15   2811.90 0 
  2812.91 2.1748e-15   2818.38 0 
  2825.89 2.1673e-15   2831.39 0 
  2832.41 2.1290e-15   2837.92 0 
  2845.48 2.1168e-15   2851.02 0 
  2852.04 2.0890e-15   2857.59 0 
  2865.21 2.1254e-15   2870.78 0 
  2871.81 2.1121e-15   2877.40 0 
  2885.07 2.1048e-15   2890.68 0 
  2891.72 2.0964e-15   2897.34 0 
  2911.76 2.1147e-15   2917.43 0 
  2931.95 2.0751e-15   2937.65 0 
  2952.27 2.0409e-15   2958.01 0 
  2972.73 2.0352e-15   2978.52 0 
  2993.34 2.0156e-15   2999.16 0 
  3007.16 1.9996e-15   3013.01 0 
  3028.00 1.9849e-15   3033.89 0 
  3048.99 1.9658e-15   3054.92 0 
  3070.12 1.9424e-15   3076.10 0 
  3091.41 1.9238e-15   3097.42 0 
  3112.83 1.9097e-15   3118.89 0 
  3127.20 1.8816e-15   3133.29 0 
  3148.88 1.8636e-15   3155.01 0 
  3170.71 1.8543e-15   3176.87 0 
  3192.69 1.8072e-15   3198.90 0 
  3207.42 1.8137e-15   3213.66 0 
  3229.65 1.7799e-15   3235.94 0 
  3252.04 1.7875e-15   3258.37 0 
  3267.05 1.7898e-15   3273.41 0 
  3289.70 1.7728e-15   3296.10 0 
  3312.50 1.7559e-15   3318.94 0 
  3320.14 1.7530e-15   3326.60 0 
  3327.79 1.7623e-15   3334.26 0 
  3335.46 1.7635e-15   3341.95 0 
  3343.15 1.6621e-15   3349.66 0 
  3350.86 1.7296e-15   3357.38 0 
  3358.58 1.6566e-15   3365.12 0 
  3366.33 1.6731e-15   3372.87 0 
  3374.09 1.6399e-15   3380.65 0 
  3381.86 1.6372e-15   3388.44 0 
  3389.66 1.7037e-15   3396.25 0 
  3397.47 1.7009e-15   3404.08 0 
  3405.31 1.6518e-15   3411.93 0 
  3413.16 1.6606e-15   3419.79 0 
  3421.02 1.7082e-15   3427.68 0 
  3428.91 1.6898e-15   3435.58 0 
  3436.81 1.7027e-15   3443.50 0 
  3444.74 1.6309e-15   3451.44 0 
  3452.68 1.7247e-15   3459.39 0 
  3460.64 1.6369e-15   3467.37 0 
  3468.61 1.6380e-15   3475.36 0 
  3476.61 1.6316e-15   3483.37 0 
  3484.63 1.6140e-15   3491.40 0 
  3492.66 1.6565e-15   3499.45 0 
  3500.71 1.6349e-15   3507.52 0 
  3508.78 1.5988e-15   3515.60 0 
  3516.87 1.5816e-15   3523.71 0 
  3524.98 1.6158e-15   3531.83 0 
  3533.10 1.6432e-15   3539.97 0 
  3541.25 1.6481e-15   3548.13 0 
  3549.41 1.6760e-15   3556.31 0 
  3557.59 1.6542e-15   3564.51 0 
  3565.79 1.6706e-15   3572.73 0 
  3574.01 1.5965e-15   3580.96 0 
  3582.25 1.5505e-15   3589.22 0 
  3590.51 1.5093e-15   3597.49 0 
  3598.79 1.5743e-15   3605.79 0 
  3607.08 1.5790e-15   3614.10 0 
  3615.40 1.5947e-15   3622.43 0 
  3623.73 1.6069e-15   3630.78 0 
  3632.09 1.6955e-15   3639.15 0 
  3640.46 1.6166e-15   3647.54 0 
  3648.85 1.6140e-15   3655.95 0 
  3657.26 1.6376e-15   3664.37 0 
  3665.69 1.6238e-15   3672.82 0 
  3672.09 1.6140e-15   3679.23 1 
  3674.83 2.3041e-15   3681.98 1 
  3677.58 2.0660e-15   3684.73 1 
  3680.32 1.8026e-15   3687.48 1 
  3683.07 1.5667e-15   3690.23 1 
  3685.81 1.1347e-15   3692.98 1 
  3688.56 2.0488e-15   3695.73 1 
  3691.30 2.0702e-15   3698.48 1 
  3694.05 1.7957e-15   3701.23 1 
  3696.79 1.6187e-15   3703.98 1 
  3699.53 1.3733e-15   3706.73 1 
  3702.28 1.3125e-15   3709.48 1 
  3705.02 1.8800e-15   3712.23 1 
  3707.77 1.7417e-15   3714.98 1 
  3710.51 1.6577e-15   3717.73 1 
  3713.26 1.6056e-15   3720.48 1 
  3716.00 1.9308e-15   3723.23 1 
  3718.75 2.8760e-15   3725.98 1 
  3721.49 5.5816e-15   3728.73 1 
  3724.24 1.0700e-14   3731.48 1 
  3726.98 1.5394e-14   3734.23 1 
  3729.73 1.4855e-14   3736.98 1 
  3732.47 9.8214e-15   3739.73 1 
  3735.21 4.8030e-15   3742.48 1 
  3737.96 2.4681e-15   3745.23 1 
  3740.70 1.9804e-15   3747.98 1 
  3743.45 2.1389e-15   3750.73 1 
  3746.19 1.7686e-15   3753.48 1 
  3748.94 1.5779e-15   3756.23 1 
  3751.68 1.6138e-15   3758.98 1 
  3754.43 1.5416e-15   3761.73 1 
  3757.17 1.6367e-15   3764.48 1 
  3759.92 1.7103e-15   3767.23 1 
  3762.66 1.7700e-15   3769.98 1 
  3765.41 2.1112e-15   3772.73 1 
  3768.15 1.4797e-15   3775.48 1 
  3770.90 1.9715e-15   3778.23 1 
  3773.64 1.6950e-15   3780.98 1 
  3776.38 1.6037e-15   3783.73 1 
  3779.13 1.5820e-15   3786.48 1 
  3781.87 1.7643e-15   3789.23 1 
  3784.62 1.4059e-15   3791.98 1 
  3787.36 1.4704e-15   3794.73 1 
  3790.11 1.7078e-15   3797.48 1 
  3792.85 2.0071e-15   3800.23 1 
  3795.60 1.8286e-15   3802.98 1 
  3798.34 2.1720e-15   3805.73 1 
  3801.09 2.4164e-15   3808.48 1 
  3803.83 1.8868e-15   3811.23 1 
  3806.58 1.4537e-15   3813.98 1 
  3809.32 1.6247e-15   3816.73 1 
  3812.07 1.6606e-15   3819.48 1 
  3814.81 1.6562e-15   3822.23 1 
  3817.55 1.4881e-15   3824.98 1 
  3820.30 1.6212e-15   3827.73 1 
  3823.04 2.1734e-15   3830.48 1 
  3825.79 1.9843e-15   3833.23 1 
  3828.53 1.3610e-15   3835.98 1 
  3831.28 1.5560e-15   3838.73 1 
  3834.02 2.1240e-15   3841.48 1 
  3836.77 1.8955e-15   3844.23 1 
  3839.51 1.7640e-15   3846.98 1 
  3842.26 1.2351e-15   3849.73 1 
  3845.00 1.5437e-15   3852.48 1 
  3847.75 1.9850e-15   3855.23 1 
  3850.49 1.7166e-15   3857.98 1 
  3853.24 1.7099e-15   3860.73 1 
  3855.98 1.6419e-15   3863.48 1 
  3858.72 1.4578e-15   3866.23 1 
  3861.47 2.3403e-15   3868.98 1 
  3864.21 3.9616e-15   3871.73 1 
  3866.96 5.7223e-15   3874.48 1 
  3869.70 6.2677e-15   3877.23 1 
  3872.45 4.8614e-15   3879.98 1 
  3875.19 3.0544e-15   3882.73 1 
  3877.94 2.0930e-15   3885.48 1 
  3880.68 1.8045e-15   3888.23 1 
  3883.43 2.0836e-15   3890.98 1 
  3886.17 3.1538e-15   3893.73 1 
  3888.92 3.7240e-15   3896.48 1 
  3891.66 3.4649e-15   3899.23 1 
  3894.41 2.4481e-15   3901.98 1 
  3897.15 1.7651e-15   3904.73 1 
  3899.89 1.5130e-15   3907.48 1 
  3902.64 1.2823e-15   3910.23 1 
  3905.38 1.3218e-15   3912.98 1 
  3908.13 1.4847e-15   3915.73 1 
  3910.87 1.5545e-15   3918.48 1 
  3913.62 1.8223e-15   3921.23 1 
  3916.36 1.9133e-15   3923.98 1 
  3919.11 1.6662e-15   3926.73 1 
  3921.85 1.6194e-15   3929.48 1 
  3924.60 1.5506e-15   3932.23 1 
  3927.34 1.4564e-15   3934.98 1 
  3930.09 1.5367e-15   3937.73 1 
  3932.83 1.4844e-15   3940.48 1 
  3935.58 1.2600e-15   3943.23 1 
  3938.32 1.2532e-15   3945.98 1 
  3941.06 1.3619e-15   3948.73 1 
  3943.81 1.6025e-15   3951.48 1 
  3946.55 1.2942e-15   3954.23 1 
  3949.30 1.6618e-15   3956.98 1 
  3952.04 1.7070e-15   3959.73 1 
  3954.79 1.4034e-15   3962.48 1 
  3957.53 1.3864e-15   3965.23 1 
  3960.28 1.5564e-15   3967.98 1 
  3963.02 2.3684e-15   3970.73 1 
  3965.77 3.6911e-15   3973.48 1 
  3968.51 4.1126e-15   3976.23 1 
  3971.26 3.7215e-15   3978.98 1 
  3974.00 2.9095e-15   3981.73 1 
  3976.75 2.1628e-15   3984.48 1 
  3979.49 1.8339e-15   3987.23 1 
  3982.23 1.5372e-15   3989.98 1 
  3984.98 1.4218e-15   3992.73 1 
  3987.72 1.6289e-15   3995.48 1 
  3990.47 1.7119e-15   3998.23 1 
  3993.21 1.6533e-15   4000.98 1 
  3995.96 1.4999e-15   4003.73 1 
  3998.70 2.0049e-15   4006.48 1 
  4001.45 1.6654e-15   4009.23 1 
  4004.19 1.5084e-15   4011.98 1 
  4006.94 1.3568e-15   4014.73 1 
  4009.68 1.6550e-15   4017.48 1 
  4012.43 1.6677e-15   4020.23 1 
  4015.17 1.8690e-15   4022.98 1 
  4017.92 1.8039e-15   4025.73 1 
  4020.66 1.8139e-15   4028.48 1 
  4023.40 1.8811e-15   4031.23 1 
  4026.15 1.6380e-15   4033.98 1 
  4028.89 1.8124e-15   4036.73 1 
  4031.64 1.9229e-15   4039.48 1 
  4034.38 1.7452e-15   4042.23 1 
  4037.13 1.8526e-15   4044.98 1 
  4039.87 1.6684e-15   4047.73 1 
  4042.62 1.5611e-15   4050.48 1 
  4045.36 1.3408e-15   4053.23 1 
  4048.11 1.6582e-15   4055.98 1 
  4050.85 1.7560e-15   4058.73 1 
  4053.60 1.8559e-15   4061.48 1 
  4056.34 1.7231e-15   4064.23 1 
  4059.09 1.7483e-15   4066.98 1 
  4061.83 1.7974e-15   4069.73 1 
  4064.57 1.7375e-15   4072.48 1 
  4067.32 1.7842e-15   4075.23 1 
  4070.06 1.7818e-15   4077.98 1 
  4072.81 2.0805e-15   4080.73 1 
  4075.55 1.8468e-15   4083.48 1 
  4078.30 1.8144e-15   4086.23 1 
  4081.04 1.6233e-15   4088.98 1 
  4083.79 1.9177e-15   4091.73 1 
  4086.53 1.7293e-15   4094.48 1 
  4089.28 1.5348e-15   4097.23 1 
  4092.02 1.5110e-15   4099.98 1 
  4094.77 2.0993e-15   4102.73 1 
  4097.51 3.2410e-15   4105.48 1 
  4100.25 4.2037e-15   4108.23 1 
  4103.00 4.2694e-15   4110.98 1 
  4105.74 3.3590e-15   4113.73 1 
  4108.49 2.2890e-15   4116.48 1 
  4111.23 1.8603e-15   4119.23 1 
  4113.98 1.6018e-15   4121.98 1 
  4116.72 1.6706e-15   4124.73 1 
  4119.47 1.9136e-15   4127.48 1 
  4122.21 1.4523e-15   4130.23 1 
  4124.96 1.4866e-15   4132.98 1 
  4127.70 1.4390e-15   4135.73 1 
  4130.45 1.5909e-15   4138.48 1 
  4133.19 1.6560e-15   4141.23 1 
  4135.94 1.4640e-15   4143.98 1 
  4138.68 1.5141e-15   4146.73 1 
  4141.42 1.6219e-15   4149.48 1 
  4144.17 1.6470e-15   4152.23 1 
  4146.91 1.8822e-15   4154.98 1 
  4149.66 1.6739e-15   4157.73 1 
  4152.40 1.8214e-15   4160.48 1 
  4155.15 1.4039e-15   4163.23 1 
  4157.89 1.6269e-15   4165.98 1 
  4160.64 1.7223e-15   4168.73 1 
  4163.38 1.5722e-15   4171.48 1 
  4166.13 1.6089e-15   4174.23 1 
  4168.87 1.4306e-15   4176.98 1 
  4171.62 1.8522e-15   4179.73 1 
  4174.36 1.5636e-15   4182.48 1 
  4177.11 1.5111e-15   4185.23 1 
  4179.85 1.6096e-15   4187.98 1 
  4182.59 1.4615e-15   4190.73 1 
  4185.34 1.5398e-15   4193.48 1 
  4188.08 1.5428e-15   4196.23 1 
  4190.83 1.9608e-15   4198.98 1 
  4193.57 1.6529e-15   4201.73 1 
  4196.32 1.6435e-15   4204.48 1 
  4199.06 1.8119e-15   4207.23 1 
  4201.81 1.6925e-15   4209.98 1 
  4204.55 1.5775e-15   4212.73 1 
  4207.30 1.4218e-15   4215.48 1 
  4210.04 1.5063e-15   4218.23 1 
  4212.79 1.4940e-15   4220.98 1 
  4215.53 1.5453e-15   4223.73 1 
  4218.28 1.8022e-15   4226.48 1 
  4221.02 1.6004e-15   4229.23 1 
  4223.76 1.7768e-15   4231.98 1 
  4226.51 1.4620e-15   4234.73 1 
  4229.25 1.3360e-15   4237.48 1 
  4232.00 1.6521e-15   4240.23 1 
  4234.74 1.7698e-15   4242.98 1 
  4237.49 1.5039e-15   4245.73 1 
  4240.23 1.4938e-15   4248.48 1 
  4242.98 1.5102e-15   4251.23 1 
  4245.72 1.5690e-15   4253.98 1 
  4248.47 1.6168e-15   4256.73 1 
  4251.21 1.3872e-15   4259.48 1 
  4253.96 1.6598e-15   4262.23 1 
  4256.70 1.5296e-15   4264.98 1 
  4259.45 1.3692e-15   4267.73 1 
  4262.19 1.2270e-15   4270.48 1 
  4264.93 1.4806e-15   4273.23 1 
  4267.68 1.4570e-15   4275.98 1 
  4270.42 1.7255e-15   4278.73 1 
  4273.17 1.5562e-15   4281.48 1 
  4275.91 1.5003e-15   4284.23 1 
  4278.66 1.5244e-15   4286.98 1 
  4281.40 1.5178e-15   4289.73 1 
  4284.15 1.5682e-15   4292.48 1 
  4286.89 1.4676e-15   4295.23 1 
  4289.64 1.6039e-15   4297.98 1 
  4292.38 1.5430e-15   4300.73 1 
  4295.13 1.4724e-15   4303.48 1 
  4297.87 1.5288e-15   4306.23 1 
  4300.62 1.4674e-15   4308.98 1 
  4303.36 1.2980e-15   4311.73 1 
  4306.10 1.5983e-15   4314.48 1 
  4308.85 1.5082e-15   4317.23 1 
  4311.59 1.5271e-15   4319.98 1 
  4314.34 1.4233e-15   4322.73 1 
  4317.08 1.3900e-15   4325.48 1 
  4319.83 1.3650e-15   4328.23 1 
  4322.57 1.2522e-15   4330.98 1 
  4325.32 1.5881e-15   4333.73 1 
  4328.06 1.4594e-15   4336.48 1 
  4330.81 1.7314e-15   4339.23 1 
