# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.04 9.0342e-26    102.33 0 
  1415.05 2.0711e-14   1419.06 0 
  1424.85 2.1890e-14   1428.89 0 
  1434.73 2.1640e-14   1438.80 0 
  1441.35 2.3294e-14   1445.44 0 
  1448.01 2.3890e-14   1452.11 0 
  1454.69 2.2971e-14   1458.81 0 
  1464.77 2.0705e-14   1468.93 0 
  1474.93 2.0891e-14   1479.11 0 
  1485.15 2.1667e-14   1489.36 0 
  1495.45 2.2263e-14   1499.69 0 
  1505.81 2.0670e-14   1510.08 0 
  1512.76 1.7749e-14   1517.05 0 
  1516.25 1.9591e-14   1520.55 0 
  1523.25 1.8701e-14   1527.57 0 
  1533.81 1.5614e-14   1538.15 0 
  1544.44 1.8036e-14   1548.82 0 
  1555.14 1.6932e-14   1559.55 0 
  1565.92 1.7149e-14   1570.36 0 
  1576.78 1.8438e-14   1581.25 0 
  1584.06 1.9877e-14   1588.55 0 
  1595.04 2.0220e-14   1599.56 0 
  1606.09 1.9959e-14   1610.65 0 
  1613.51 2.0263e-14   1618.08 0 
  1624.69 1.8793e-14   1629.30 0 
  1635.95 2.0382e-14   1640.59 0 
  1643.50 2.0783e-14   1648.16 0 
  1654.90 1.8875e-14   1659.59 0 
  1666.37 2.0990e-14   1671.09 0 
  1670.21 1.8018e-14   1674.94 0 
  1677.92 2.0993e-14   1682.67 0 
  1685.66 2.2409e-14   1690.44 0 
  1693.44 2.0785e-14   1698.24 0 
  1705.18 1.9710e-14   1710.02 0 
  1713.05 1.8279e-14   1717.91 0 
  1724.93 1.8189e-14   1729.82 0 
  1736.88 1.9707e-14   1741.81 0 
  1744.90 1.9221e-14   1749.85 0 
  1757.00 2.0821e-14   1761.98 0 
  1765.10 1.8646e-14   1770.11 0 
  1773.25 1.9172e-14   1778.28 0 
  1785.54 1.9599e-14   1790.61 0 
  1793.79 2.1343e-14   1798.87 0 
  1806.22 2.1169e-14   1811.34 0 
  1814.56 1.8995e-14   1819.70 0 
  1822.93 1.9568e-14   1828.10 0 
  1835.57 1.8529e-14   1840.77 0 
  1844.04 1.6699e-14   1849.27 0 
  1856.82 1.6478e-14   1862.09 0 
  1865.39 1.7165e-14   1870.68 0 
  1874.00 1.9203e-14   1879.32 0 
  1886.99 1.7195e-14   1892.34 0 
  1895.70 1.6370e-14   1901.08 0 
  1904.45 1.7565e-14   1909.85 0 
  1913.24 1.6643e-14   1918.67 0 
  1926.51 1.6332e-14   1931.97 0 
  1935.40 1.6925e-14   1940.89 0 
  1944.33 1.7619e-14   1949.84 0 
  1953.31 1.6270e-14   1958.84 0 
  1966.85 1.8195e-14   1972.42 0 
  1975.92 1.8718e-14   1981.53 0 
  1985.05 1.7440e-14   1990.67 0 
  1994.21 1.6780e-14   1999.86 0 
  2003.41 1.7418e-14   2009.09 0 
  2017.30 1.6414e-14   2023.02 0 
  2026.61 1.7431e-14   2032.36 0 
  2035.97 1.6195e-14   2041.74 0 
  2045.36 1.6997e-14   2051.16 0 
  2054.80 1.6045e-14   2060.63 0 
  2064.29 1.5969e-14   2070.14 0 
  2073.82 1.7304e-14   2079.70 0 
  2078.60 1.6183e-14   2084.49 0 
  2083.39 1.6981e-14   2089.30 0 
  2093.01 1.5840e-14   2098.94 0 
  2102.67 1.5830e-14   2108.63 0 
  2117.24 1.5885e-14   2123.24 0 
  2127.01 1.6054e-14   2133.04 0 
  2136.83 1.4593e-14   2142.89 0 
  2146.70 1.5019e-14   2152.78 0 
  2156.60 1.5634e-14   2162.72 0 
  2166.56 1.4978e-14   2172.70 0 
  2176.56 1.4750e-14   2182.73 0 
  2186.61 1.4291e-14   2192.81 0 
  2196.70 1.5006e-14   2202.93 0 
  2206.84 1.4435e-14   2213.09 0 
  2217.02 1.3474e-14   2223.31 0 
  2227.26 1.2868e-14   2233.57 0 
  2237.54 1.3819e-14   2243.88 0 
  2242.70 1.3120e-14   2249.05 0 
  2253.05 1.2297e-14   2259.44 0 
  2263.45 1.2606e-14   2269.86 0 
  2273.90 1.2891e-14   2280.34 0 
  2284.39 1.3211e-14   2290.87 0 
  2294.94 1.2290e-14   2301.44 0 
  2305.53 1.2112e-14   2312.07 0 
  2316.17 1.1433e-14   2322.74 0 
  2326.86 8.4942e-15   2333.46 0 
  2337.60 1.0619e-14   2344.23 0 
  2342.99 1.0377e-14   2349.63 0 
  2353.80 1.1457e-14   2360.48 0 
  2364.67 1.0425e-14   2371.37 0 
  2375.59 1.0891e-14   2382.32 0 
  2386.55 1.0117e-14   2393.32 0 
  2397.57 1.1043e-14   2404.36 0 
  2403.09 1.0546e-14   2409.91 0 
  2414.19 1.0992e-14   2421.03 0 
  2425.33 1.1861e-14   2432.20 0 
  2436.52 1.1432e-14   2443.43 0 
  2447.77 1.2335e-14   2454.71 0 
  2453.41 1.2223e-14   2460.37 0 
  2464.74 1.2196e-14   2471.72 0 
  2476.11 1.1755e-14   2483.13 0 
  2487.54 1.2198e-14   2494.60 0 
  2493.28 1.1516e-14   2500.35 0 
  2504.79 1.3102e-14   2511.89 0 
  2510.56 1.1492e-14   2517.68 0 
  2516.35 1.1979e-14   2523.48 0 
  2522.15 1.1414e-14   2529.30 0 
  2533.79 1.1762e-14   2540.97 0 
  2545.49 1.1549e-14   2552.70 0 
  2557.23 1.2783e-14   2564.48 0 
  2563.13 1.2378e-14   2570.40 0 
  2574.96 1.3389e-14   2582.26 0 
  2586.85 1.3238e-14   2594.18 0 
  2592.81 1.3088e-14   2600.16 0 
  2604.78 1.2675e-14   2612.16 0 
  2616.80 1.2562e-14   2624.22 0 
  2622.83 1.3338e-14   2630.27 0 
  2634.94 1.4164e-14   2642.41 0 
  2647.10 1.5678e-14   2654.61 0 
  2653.20 1.6533e-14   2660.72 0 
  2665.45 1.4436e-14   2673.01 0 
  2677.75 1.5437e-14   2685.34 0 
  2683.93 1.5582e-14   2691.54 0 
  2696.31 1.4715e-14   2703.96 0 
  2702.53 1.5482e-14   2710.19 0 
  2715.00 1.4519e-14   2722.70 0 
  2727.54 1.4391e-14   2735.27 0 
  2733.82 1.5387e-14   2741.57 0 
  2746.44 1.3131e-14   2754.23 0 
  2752.77 1.3594e-14   2760.58 0 
  2765.48 1.4405e-14   2773.32 0 
  2771.86 1.5261e-14   2779.71 0 
  2784.65 1.4313e-14   2792.54 0 
  2797.50 1.1400e-14   2805.43 0 
  2803.95 1.2387e-14   2811.90 0 
  2816.89 1.5458e-14   2824.88 0 
  2823.39 1.6605e-14   2831.39 0 
  2836.42 1.5937e-14   2844.46 0 
  2842.96 1.5258e-14   2851.02 0 
  2856.08 1.4611e-14   2864.18 0 
  2862.66 1.6779e-14   2870.78 0 
  2875.88 1.7456e-14   2884.03 0 
  2882.51 1.7300e-14   2890.68 0 
  2895.81 1.7752e-14   2904.02 0 
  2909.18 2.0251e-14   2917.43 0 
  2929.34 1.9398e-14   2937.65 0 
  2949.65 1.9102e-14   2958.01 0 
  2970.10 1.9788e-14   2978.52 0 
  2990.68 2.0079e-14   2999.16 0 
  3011.41 2.0468e-14   3019.95 0 
  3032.29 2.1011e-14   3040.89 0 
  3053.31 2.1272e-14   3061.96 0 
  3067.40 2.2135e-14   3076.10 0 
  3088.66 2.2411e-14   3097.42 0 
  3110.07 2.3543e-14   3118.89 0 
  3131.63 2.3082e-14   3140.51 0 
  3153.34 2.3588e-14   3162.28 0 
  3167.89 2.4321e-14   3176.87 0 
  3189.85 2.2720e-14   3198.90 0 
  3211.96 2.4203e-14   3221.07 0 
  3226.79 2.2655e-14   3235.94 0 
  3249.16 2.6099e-14   3258.37 0 
  3271.68 2.8256e-14   3280.95 0 
  3286.78 2.8212e-14   3296.10 0 
  3309.56 2.7921e-14   3318.94 0 
  3324.84 2.7750e-14   3334.26 0 
  3332.50 2.8670e-14   3341.95 0 
  3340.19 2.6644e-14   3349.66 0 
  3347.88 3.0745e-14   3357.38 0 
  3355.60 2.9238e-14   3365.12 0 
  3363.34 2.4217e-14   3372.87 0 
  3371.09 2.5194e-14   3380.65 0 
  3378.86 2.8939e-14   3388.44 0 
  3386.65 2.9218e-14   3396.25 0 
  3394.46 2.9096e-14   3404.08 0 
  3402.28 3.2585e-14   3411.93 0 
  3410.13 2.8589e-14   3419.79 0 
  3417.99 2.8014e-14   3427.68 0 
  3425.87 3.0872e-14   3435.58 0 
  3433.76 3.3323e-14   3443.50 0 
  3441.68 2.9644e-14   3451.44 0 
  3449.61 2.8716e-14   3459.39 0 
  3457.57 3.0152e-14   3467.37 0 
  3465.54 2.8478e-14   3475.36 0 
  3473.53 3.1967e-14   3483.37 0 
  3481.53 2.9641e-14   3491.40 0 
  3489.56 3.1629e-14   3499.45 0 
  3497.60 2.9873e-14   3507.52 0 
  3505.67 3.3149e-14   3515.60 0 
  3513.75 3.0808e-14   3523.71 0 
  3521.85 3.4188e-14   3531.83 0 
  3529.97 2.8778e-14   3539.97 0 
  3538.10 3.3905e-14   3548.13 0 
  3546.26 3.4791e-14   3556.31 0 
  3554.43 3.4851e-14   3564.51 0 
  3562.63 3.3368e-14   3572.73 0 
  3570.84 2.9885e-14   3580.96 0 
  3579.07 3.0731e-14   3589.22 0 
  3587.32 2.6527e-14   3597.49 0 
  3595.59 3.1902e-14   3605.79 0 
  3603.88 3.5970e-14   3614.10 0 
  3612.19 2.9584e-14   3622.43 0 
  3620.52 3.2373e-14   3630.78 0 
  3628.86 3.7958e-14   3639.15 0 
  3637.23 3.3299e-14   3647.54 0 
  3645.61 3.6945e-14   3655.95 0 
  3654.02 3.4489e-14   3664.37 0 
  3658.67 4.0878e-14   3669.04 1 
  3661.41 4.0991e-14   3671.79 1 
  3664.15 3.6141e-14   3674.54 1 
  3666.89 4.6212e-14   3677.29 1 
  3669.64 2.6892e-14   3680.04 1 
  3672.38 4.7757e-14   3682.79 1 
  3675.12 2.2158e-14   3685.54 1 
  3677.86 4.1857e-14   3688.29 1 
  3680.61 3.3750e-14   3691.04 1 
  3683.35 4.6998e-14   3693.79 1 
  3686.09 3.3689e-14   3696.54 1 
  3688.83 4.5139e-14   3699.29 1 
  3691.57 5.6703e-14   3702.04 1 
  3694.32 7.0861e-15   3704.79 1 
  3697.06 2.3314e-14   3707.54 1 
  3699.80 1.2772e-14   3710.29 1 
  3702.54 1.9179e-14   3713.04 1 
  3705.29 1.8659e-14   3715.79 1 
  3708.03 4.1849e-14   3718.54 1 
  3710.77 2.5088e-14   3721.29 1 
  3713.51 4.5131e-14   3724.04 1 
  3716.25 2.1187e-14   3726.79 1 
  3719.00 4.5279e-14   3729.54 1 
  3721.74 3.1794e-14   3732.29 1 
  3724.48 7.1552e-14   3735.04 1 
  3727.22 6.8108e-14   3737.79 1 
  3729.97 7.1598e-14   3740.54 1 
  3732.71 8.2198e-14   3743.29 1 
  3735.45 3.5814e-14   3746.04 1 
  3738.19 3.4360e-14   3748.79 1 
  3740.93 3.0818e-14   3751.54 1 
  3743.68 5.6759e-14   3754.29 1 
  3746.42 1.7057e-14   3757.04 1 
  3749.16 2.7957e-14   3759.79 1 
  3751.90 4.0235e-14   3762.54 1 
  3754.65 3.8822e-14   3765.29 1 
  3757.39 4.7455e-14   3768.04 1 
  3760.13 4.3687e-14   3770.79 1 
  3762.87 4.2351e-14   3773.54 1 
  3765.61 3.5605e-14   3776.29 1 
  3768.36 3.9542e-14   3779.04 1 
  3771.10 1.7951e-14   3781.79 1 
  3773.84 3.1578e-14   3784.54 1 
  3776.58 3.4120e-14   3787.29 1 
  3779.33 3.8809e-14   3790.04 1 
  3782.07 5.6219e-14   3792.79 1 
  3784.81 4.2824e-14   3795.54 1 
  3787.55 4.9874e-14   3798.29 1 
  3790.29 5.2183e-14   3801.04 1 
  3793.04 4.7278e-14   3803.79 1 
  3795.78 5.4632e-14   3806.54 1 
  3798.52 4.2789e-14   3809.29 1 
  3801.26 4.2890e-14   3812.04 1 
  3804.01 2.9177e-14   3814.79 1 
  3806.75 5.0751e-14   3817.54 1 
  3809.49 3.9467e-14   3820.29 1 
  3812.23 5.7081e-14   3823.04 1 
  3814.97 5.5884e-14   3825.79 1 
  3817.72 5.4897e-14   3828.54 1 
  3820.46 5.1359e-14   3831.29 1 
  3823.20 4.3206e-14   3834.04 1 
  3825.94 3.7560e-14   3836.79 1 
  3828.69 3.7525e-14   3839.54 1 
  3831.43 3.5105e-14   3842.29 1 
  3834.17 3.4648e-14   3845.04 1 
  3836.91 4.3088e-14   3847.79 1 
  3839.65 4.1440e-14   3850.54 1 
  3842.40 3.1797e-14   3853.29 1 
  3845.14 4.5077e-14   3856.04 1 
  3847.88 4.6700e-14   3858.79 1 
  3850.62 4.8308e-14   3861.54 1 
  3853.37 4.7179e-14   3864.29 1 
  3856.11 5.0568e-14   3867.04 1 
  3858.85 3.6295e-14   3869.79 1 
  3861.59 4.1373e-14   3872.54 1 
  3864.33 6.0001e-14   3875.29 1 
  3867.08 5.3636e-14   3878.04 1 
  3869.82 5.4376e-14   3880.79 1 
  3872.56 4.5495e-14   3883.54 1 
  3875.30 4.9937e-14   3886.29 1 
  3878.05 5.3879e-14   3889.04 1 
  3880.79 4.6910e-14   3891.79 1 
  3883.53 3.9549e-14   3894.54 1 
  3886.27 3.5932e-14   3897.29 1 
  3889.01 3.9026e-14   3900.04 1 
  3891.76 4.6287e-14   3902.79 1 
  3894.50 4.8969e-14   3905.54 1 
  3897.24 5.5364e-14   3908.29 1 
  3899.98 4.0786e-14   3911.04 1 
  3902.73 5.5073e-14   3913.79 1 
  3905.47 4.7746e-14   3916.54 1 
  3908.21 5.2316e-14   3919.29 1 
  3910.95 5.2974e-14   3922.04 1 
  3913.69 6.5034e-14   3924.79 1 
  3916.44 6.5518e-14   3927.54 1 
  3919.18 3.9307e-14   3930.29 1 
  3921.92 4.8756e-14   3933.04 1 
  3924.66 5.2448e-14   3935.79 1 
  3927.41 3.7862e-14   3938.54 1 
  3930.15 4.7239e-14   3941.29 1 
  3932.89 3.5486e-14   3944.04 1 
  3935.63 3.6887e-14   3946.79 1 
  3938.37 4.5757e-14   3949.54 1 
  3941.12 4.6056e-14   3952.29 1 
  3943.86 4.6427e-14   3955.04 1 
  3946.60 4.3383e-14   3957.79 1 
  3949.34 5.6718e-14   3960.54 1 
  3952.09 5.4778e-14   3963.29 1 
  3954.83 4.6825e-14   3966.04 1 
  3957.57 4.9351e-14   3968.79 1 
  3960.31 5.4201e-14   3971.54 1 
  3963.05 4.6130e-14   3974.29 1 
  3965.80 4.0929e-14   3977.04 1 
  3968.54 2.6274e-14   3979.79 1 
  3971.28 2.6482e-14   3982.54 1 
  3974.02 3.6226e-14   3985.29 1 
  3976.77 3.3043e-14   3988.04 1 
  3979.51 4.1744e-14   3990.79 1 
  3982.25 4.3983e-14   3993.54 1 
  3984.99 4.8073e-14   3996.29 1 
  3987.73 5.2339e-14   3999.04 1 
  3990.48 6.1502e-14   4001.79 1 
  3993.22 6.6959e-14   4004.54 1 
  3995.96 6.0579e-14   4007.29 1 
  3998.70 6.8380e-14   4010.04 1 
  4001.45 6.2140e-14   4012.79 1 
  4004.19 5.3188e-14   4015.54 1 
  4006.93 5.6237e-14   4018.29 1 
  4009.67 7.2265e-14   4021.04 1 
  4012.41 7.0514e-14   4023.79 1 
  4015.16 6.4747e-14   4026.54 1 
  4017.90 7.0220e-14   4029.29 1 
  4020.64 7.7039e-14   4032.04 1 
  4023.38 7.6227e-14   4034.79 1 
  4026.13 6.8813e-14   4037.54 1 
  4028.87 7.0582e-14   4040.29 1 
  4031.61 5.7406e-14   4043.04 1 
  4034.35 5.5893e-14   4045.79 1 
  4037.09 6.0924e-14   4048.54 1 
  4039.84 5.0356e-14   4051.29 1 
  4042.58 5.0441e-14   4054.04 1 
  4045.32 6.2847e-14   4056.79 1 
  4048.06 5.8461e-14   4059.54 1 
  4050.81 5.2314e-14   4062.29 1 
  4053.55 5.1850e-14   4065.04 1 
  4056.29 5.7461e-14   4067.79 1 
  4059.03 5.6361e-14   4070.54 1 
  4061.77 6.3914e-14   4073.29 1 
  4064.52 6.2854e-14   4076.04 1 
  4067.26 6.7375e-14   4078.79 1 
  4070.00 6.7765e-14   4081.54 1 
  4072.74 6.6614e-14   4084.29 1 
  4075.49 6.0276e-14   4087.04 1 
  4078.23 5.6223e-14   4089.79 1 
  4080.97 6.0460e-14   4092.54 1 
  4083.71 6.0389e-14   4095.29 1 
  4086.45 6.5284e-14   4098.04 1 
  4089.20 5.9904e-14   4100.79 1 
  4091.94 5.9622e-14   4103.54 1 
  4094.68 6.0161e-14   4106.29 1 
  4097.42 5.4306e-14   4109.04 1 
  4100.17 4.7957e-14   4111.79 1 
  4102.91 4.0777e-14   4114.54 1 
  4105.65 5.5597e-14   4117.29 1 
  4108.39 5.5226e-14   4120.04 1 
  4111.13 5.2409e-14   4122.79 1 
  4113.88 5.2743e-14   4125.54 1 
  4116.62 5.6194e-14   4128.29 1 
  4119.36 5.8704e-14   4131.04 1 
  4122.10 6.0847e-14   4133.79 1 
  4124.85 6.3893e-14   4136.54 1 
  4127.59 6.2462e-14   4139.29 1 
  4130.33 6.0143e-14   4142.04 1 
  4133.07 6.3277e-14   4144.79 1 
  4135.82 6.1852e-14   4147.54 1 
  4138.56 6.1541e-14   4150.29 1 
  4141.30 6.6577e-14   4153.04 1 
  4144.04 7.0907e-14   4155.79 1 
  4146.78 6.0559e-14   4158.54 1 
  4149.53 5.4775e-14   4161.29 1 
  4152.27 5.0175e-14   4164.04 1 
  4155.01 4.7808e-14   4166.79 1 
  4157.75 4.7598e-14   4169.54 1 
  4160.50 5.7478e-14   4172.29 1 
  4163.24 5.9766e-14   4175.04 1 
  4165.98 6.6840e-14   4177.79 1 
  4168.72 6.8513e-14   4180.54 1 
  4171.46 6.2108e-14   4183.29 1 
  4174.21 5.5171e-14   4186.04 1 
  4176.95 5.5063e-14   4188.79 1 
  4179.69 5.6159e-14   4191.54 1 
  4182.43 6.1207e-14   4194.29 1 
  4185.18 5.5570e-14   4197.04 1 
  4187.92 6.9189e-14   4199.79 1 
  4190.66 7.3476e-14   4202.54 1 
  4193.40 6.9463e-14   4205.29 1 
  4196.14 6.9523e-14   4208.04 1 
  4198.89 6.5279e-14   4210.79 1 
  4201.63 6.6007e-14   4213.54 1 
  4204.37 6.4511e-14   4216.29 1 
  4207.11 6.9620e-14   4219.04 1 
  4209.86 6.4665e-14   4221.79 1 
  4212.60 6.9162e-14   4224.54 1 
  4215.34 6.1710e-14   4227.29 1 
  4218.08 7.0132e-14   4230.04 1 
  4220.82 6.9582e-14   4232.79 1 
  4223.57 6.3649e-14   4235.54 1 
  4226.31 5.9544e-14   4238.29 1 
  4229.05 5.8410e-14   4241.04 1 
  4231.79 6.4173e-14   4243.79 1 
  4234.54 6.6075e-14   4246.54 1 
  4237.28 6.1311e-14   4249.29 1 
  4240.02 6.9337e-14   4252.04 1 
  4242.76 6.1205e-14   4254.79 1 
  4245.50 6.2608e-14   4257.54 1 
  4248.25 6.4415e-14   4260.29 1 
  4250.99 5.7631e-14   4263.04 1 
  4253.73 6.3871e-14   4265.79 1 
  4256.47 5.6872e-14   4268.54 1 
  4259.22 6.0626e-14   4271.29 1 
  4261.96 6.1715e-14   4274.04 1 
  4264.70 7.4009e-14   4276.79 1 
  4267.44 6.9079e-14   4279.54 1 
  4270.18 6.8835e-14   4282.29 1 
  4272.93 6.9535e-14   4285.04 1 
  4275.67 6.1907e-14   4287.79 1 
  4278.41 6.5392e-14   4290.54 1 
  4281.15 5.9758e-14   4293.29 1 
  4283.90 6.6976e-14   4296.04 1 
  4286.64 6.1696e-14   4298.79 1 
  4289.38 6.7276e-14   4301.54 1 
  4292.12 6.1386e-14   4304.29 1 
  4294.86 5.4649e-14   4307.04 1 
  4297.61 5.4356e-14   4309.79 1 
  4300.35 5.3887e-14   4312.54 1 
  4303.09 5.1348e-14   4315.29 1 
  4305.83 4.1407e-14   4318.04 1 
  4308.58 5.2599e-14   4320.79 1 
  4311.32 5.9397e-14   4323.54 1 
  4314.06 5.4978e-14   4326.29 1 
  4316.80 5.5036e-14   4329.04 1 
  4319.54 6.5453e-14   4331.79 1 
  4322.29 7.4700e-14   4334.54 1 
