# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.09 5.5588e-21    104.71 0 
   734.45 3.3112e-17    753.36 0 
   744.67 3.1914e-17    763.84 0 
   755.03 3.1259e-17    774.46 0 
   765.53 2.7288e-17    785.24 0 
   774.40 3.0198e-17    794.33 0 
   785.17 2.8182e-17    805.38 0 
   794.26 2.8905e-17    814.70 0 
   805.31 2.8839e-17    826.04 0 
   814.64 2.8378e-17    835.60 0 
   824.07 2.8182e-17    845.28 0 
   835.53 2.4153e-17    857.04 0 
   845.21 2.6914e-17    866.96 0 
   854.99 2.6181e-17    877.00 0 
   864.89 2.6241e-17    887.16 0 
   874.91 2.6000e-17    897.43 0 
   885.04 2.5644e-17    907.82 0 
   895.29 2.5234e-17    918.33 0 
   905.66 2.4489e-17    928.97 0 
   914.04 2.4321e-17    937.56 0 
   924.62 4.5080e-17    948.42 0 
   935.33 6.9021e-17    959.40 0 
   943.98 9.5715e-17    968.28 0 
   954.91 1.1803e-16    979.49 0 
   965.97 1.1967e-16    990.83 0 
   974.91 4.4564e-17   1000.00 0 
   983.93 8.8507e-17   1009.25 0 
   995.32 9.4837e-17   1020.94 0 
  1004.53 1.3365e-16   1030.39 0 
  1016.16 1.3614e-16   1042.32 0 
  1025.57 7.9246e-17   1051.96 0 
  1035.05 1.0209e-16   1061.70 0 
  1044.63 1.7060e-16   1071.52 0 
  1054.30 1.6519e-16   1081.43 0 
  1064.05 1.2734e-16   1091.44 0 
  1073.90 1.4927e-16   1101.54 0 
  1083.83 1.1481e-16   1111.73 0 
  1093.86 1.5631e-16   1122.02 0 
  1103.98 1.4859e-16   1132.40 0 
  1114.20 1.3995e-16   1142.88 0 
  1124.51 1.2161e-16   1153.45 0 
  1134.91 1.5885e-16   1164.13 0 
  1145.42 1.4520e-16   1174.90 0 
  1156.01 1.5310e-16   1185.77 0 
  1164.03 1.5345e-16   1193.99 0 
  1174.80 9.9995e-17   1205.04 0 
  1185.67 1.4689e-16   1216.19 0 
  1193.89 1.0256e-16   1224.62 0 
  1204.93 7.5332e-17   1235.95 0 
  1216.08 6.3238e-17   1247.38 0 
  1224.51 1.0964e-16   1256.03 0 
  1235.84 1.5703e-16   1267.65 0 
  1244.41 1.6826e-16   1276.44 0 
  1255.92 1.5775e-16   1288.25 0 
  1264.63 1.3771e-16   1297.18 0 
  1276.33 1.7660e-16   1309.18 0 
  1285.18 1.8492e-16   1318.26 0 
  1294.09 1.3835e-16   1327.39 0 
  1306.06 1.3708e-16   1339.68 0 
  1315.11 1.7700e-16   1348.96 0 
  1324.23 1.6749e-16   1358.31 0 
  1336.48 1.4354e-16   1370.88 0 
  1345.75 1.7741e-16   1380.38 0 
  1355.07 1.7099e-16   1389.95 0 
  1364.47 1.4927e-16   1399.59 0 
  1373.93 1.5667e-16   1409.29 0 
  1383.45 1.5667e-16   1419.06 0 
  1396.25 1.2941e-16   1432.19 0 
  1405.93 1.3243e-16   1442.12 0 
  1415.67 1.4255e-16   1452.11 0 
  1425.49 1.4689e-16   1462.18 0 
  1435.37 1.4689e-16   1472.31 0 
  1441.99 1.5487e-16   1479.11 0 
  1448.65 1.5812e-16   1485.94 0 
  1455.34 1.5170e-16   1492.79 0 
  1465.42 1.3835e-16   1503.14 0 
  1475.58 1.3963e-16   1513.56 0 
  1485.81 1.4387e-16   1524.05 0 
  1496.11 1.4587e-16   1534.62 0 
  1506.48 1.3645e-16   1545.25 0 
  1513.43 1.1994e-16   1552.39 0 
  1516.92 1.2971e-16   1555.97 0 
  1523.92 1.2531e-16   1563.15 0 
  1534.49 1.0592e-16   1573.98 0 
  1545.12 1.1350e-16   1584.89 0 
  1555.83 1.0889e-16   1595.88 0 
  1566.62 1.1428e-16   1606.94 0 
  1573.85 1.2302e-16   1614.36 0 
  1584.76 1.3091e-16   1625.55 0 
  1595.74 1.3335e-16   1636.82 0 
  1606.80 1.3212e-16   1648.16 0 
  1614.22 1.3304e-16   1655.77 0 
  1625.41 1.2705e-16   1667.25 0 
  1636.68 1.3740e-16   1678.80 0 
  1644.23 1.4027e-16   1686.55 0 
  1655.63 1.3182e-16   1698.24 0 
  1663.27 1.4387e-16   1706.08 0 
  1670.95 1.2705e-16   1713.96 0 
  1678.66 1.4859e-16   1721.87 0 
  1686.41 1.5523e-16   1729.82 0 
  1694.19 1.4722e-16   1737.80 0 
  1705.94 1.4321e-16   1749.85 0 
  1713.81 1.3551e-16   1757.92 0 
  1725.69 1.3582e-16   1770.11 0 
  1733.66 1.4790e-16   1778.28 0 
  1745.67 1.4689e-16   1790.61 0 
  1753.73 1.5775e-16   1798.87 0 
  1765.89 1.4859e-16   1811.34 0 
  1774.04 1.5065e-16   1819.70 0 
  1786.34 1.5739e-16   1832.31 0 
  1794.58 1.6904e-16   1840.77 0 
  1807.02 1.7178e-16   1853.53 0 
  1815.36 1.5921e-16   1862.09 0 
  1823.74 1.6633e-16   1870.68 0 
  1836.38 1.6405e-16   1883.65 0 
  1844.86 1.5416e-16   1892.34 0 
  1853.37 1.5739e-16   1901.08 0 
  1866.22 1.6519e-16   1914.26 0 
  1874.84 1.8113e-16   1923.09 0 
  1883.49 1.6943e-16   1931.97 0 
  1896.55 1.6633e-16   1945.36 0 
  1905.30 1.8196e-16   1954.34 0 
  1914.09 1.7700e-16   1963.36 0 
  1922.93 1.7538e-16   1972.42 0 
  1936.26 1.8966e-16   1986.10 0 
  1945.19 1.9998e-16   1995.26 0 
  1954.17 1.8792e-16   2004.47 0 
  1967.72 2.1280e-16   2018.37 0 
  1976.80 2.2386e-16   2027.68 0 
  1985.93 2.1676e-16   2037.04 0 
  1995.09 2.1726e-16   2046.45 0 
  2004.30 2.3173e-16   2055.89 0 
  2013.55 2.3226e-16   2065.38 0 
  2022.85 2.4716e-16   2074.91 0 
  2036.87 2.3767e-16   2089.30 0 
  2046.27 2.5060e-16   2098.94 0 
  2055.72 2.2698e-16   2108.63 0 
  2065.20 2.4209e-16   2118.36 0 
  2074.74 2.7860e-16   2128.14 0 
  2079.52 2.6423e-16   2133.04 0 
  2084.31 2.8053e-16   2137.96 0 
  2093.93 2.7351e-16   2147.83 0 
  2103.60 2.8575e-16   2157.74 0 
  2113.31 2.9852e-16   2167.70 0 
  2123.06 3.0689e-16   2177.71 0 
  2132.86 3.0548e-16   2187.76 0 
  2142.71 3.1116e-16   2197.86 0 
  2152.60 3.2959e-16   2208.01 0 
  2162.53 3.3035e-16   2218.20 0 
  2172.52 3.4039e-16   2228.44 0 
  2182.54 3.4118e-16   2238.72 0 
  2192.62 3.6223e-16   2249.05 0 
  2202.74 3.6727e-16   2259.44 0 
  2212.91 3.6474e-16   2269.86 0 
  2223.12 3.6981e-16   2280.34 0 
  2233.38 3.8635e-16   2290.87 0 
  2243.69 3.9076e-16   2301.44 0 
  2254.05 3.8760e-16   2312.07 0 
  2264.45 4.0443e-16   2322.74 0 
  2274.90 4.1717e-16   2333.46 0 
  2285.40 4.2832e-16   2344.23 0 
  2295.95 4.0948e-16   2355.05 0 
  2306.55 4.3320e-16   2365.92 0 
  2317.20 4.3166e-16   2376.84 0 
  2322.54 3.8982e-16   2382.32 0 
  2333.26 4.3884e-16   2393.32 0 
  2344.03 4.4849e-16   2404.36 0 
  2354.85 4.6365e-16   2415.46 0 
  2365.72 4.6199e-16   2426.61 0 
  2376.64 4.6997e-16   2437.81 0 
  2387.61 4.6398e-16   2449.06 0 
  2393.11 4.8777e-16   2454.71 0 
  2404.16 4.9276e-16   2466.04 0 
  2415.26 5.0706e-16   2477.42 0 
  2426.40 5.2903e-16   2488.86 0 
  2437.60 5.2831e-16   2500.35 0 
  2443.22 5.5157e-16   2506.11 0 
  2454.50 5.6106e-16   2517.68 0 
  2465.83 5.6678e-16   2529.30 0 
  2477.21 5.6993e-16   2540.97 0 
  2482.92 5.7084e-16   2546.83 0 
  2494.38 4.7089e-16   2558.59 0 
  2505.90 5.8791e-16   2570.40 0 
  2511.67 5.6886e-16   2576.32 0 
  2517.46 5.9800e-16   2582.26 0 
  2523.27 6.0589e-16   2588.21 0 
  2534.91 6.2485e-16   2600.16 0 
  2546.61 6.2540e-16   2612.16 0 
  2552.48 6.5592e-16   2618.18 0 
  2564.27 6.5951e-16   2630.27 0 
  2576.10 6.8327e-16   2642.41 0 
  2582.04 6.9068e-16   2648.50 0 
  2593.96 6.9606e-16   2660.72 0 
  2605.93 7.0470e-16   2673.01 0 
  2617.96 7.0691e-16   2685.34 0 
  2624.00 7.2953e-16   2691.54 0 
  2636.11 7.5752e-16   2703.96 0 
  2642.18 7.8355e-16   2710.19 0 
  2654.38 8.1925e-16   2722.70 0 
  2666.63 7.7939e-16   2735.27 0 
  2672.78 8.0062e-16   2741.57 0 
  2685.12 8.2559e-16   2754.23 0 
  2697.51 8.0555e-16   2766.94 0 
  2703.73 8.2558e-16   2773.32 0 
  2716.21 8.2240e-16   2786.12 0 
  2722.47 8.3320e-16   2792.54 0 
  2735.04 8.4931e-16   2805.43 0 
  2747.66 8.3826e-16   2818.38 0 
  2753.99 8.5711e-16   2824.88 0 
  2766.71 8.7770e-16   2837.92 0 
  2773.08 9.0782e-16   2844.46 0 
  2785.89 8.9805e-16   2857.59 0 
  2792.31 8.5892e-16   2864.18 0 
  2805.20 8.9381e-16   2877.40 0 
  2818.14 9.4523e-16   2890.68 0 
  2824.64 9.6869e-16   2897.34 0 
  2837.68 9.5163e-16   2910.72 0 
  2844.22 9.5743e-16   2917.43 0 
  2857.35 9.5365e-16   2930.89 0 
  2863.93 9.9546e-16   2937.65 0 
  2877.15 1.0240e-15   2951.21 0 
  2883.79 1.0350e-15   2958.01 0 
  2897.10 1.0573e-15   2971.67 0 
  2910.47 1.1155e-15   2985.38 0 
  2930.64 1.1229e-15   3006.08 0 
  2950.96 1.1251e-15   3026.91 0 
  2971.41 1.1510e-15   3047.89 0 
  2992.01 1.1666e-15   3069.02 0 
  3012.75 1.1688e-15   3090.30 0 
  3026.66 1.2105e-15   3104.56 0 
  3047.64 1.2382e-15   3126.08 0 
  3068.76 1.2811e-15   3147.75 0 
  3090.03 1.2864e-15   3169.57 0 
  3111.45 1.3495e-15   3191.54 0 
  3133.02 1.3426e-15   3213.66 0 
  3147.48 1.3776e-15   3228.49 0 
  3169.30 1.4056e-15   3250.87 0 
  3191.27 1.3887e-15   3273.41 0 
  3213.39 1.4169e-15   3296.10 0 
  3228.22 1.4109e-15   3311.31 0 
  3250.60 1.5003e-15   3334.26 0 
  3273.13 1.5448e-15   3357.38 0 
  3288.24 1.5668e-15   3372.87 0 
  3311.03 1.5584e-15   3396.25 0 
  3318.66 1.6339e-15   3404.08 0 
  3326.31 1.6473e-15   3411.93 0 
  3333.98 1.6685e-15   3419.79 0 
  3341.67 1.6028e-15   3427.68 0 
  3349.37 1.7078e-15   3435.58 0 
  3357.09 1.6255e-15   3443.50 0 
  3364.83 1.5614e-15   3451.44 0 
  3372.59 1.5455e-15   3459.39 0 
  3380.36 1.6467e-15   3467.37 0 
  3388.15 1.7145e-15   3475.36 0 
  3395.96 1.6931e-15   3483.37 0 
  3403.79 1.7030e-15   3491.40 0 
  3411.64 1.6587e-15   3499.45 0 
  3419.50 1.6838e-15   3507.52 0 
  3427.39 1.7411e-15   3515.60 0 
  3435.29 1.7553e-15   3523.71 0 
  3443.21 1.6553e-15   3531.83 0 
  3451.14 1.7395e-15   3539.97 0 
  3459.10 1.7177e-15   3548.13 0 
  3467.08 1.7198e-15   3556.31 0 
  3475.07 1.7378e-15   3564.51 0 
  3483.08 1.7239e-15   3572.73 0 
  3491.11 1.7866e-15   3580.96 0 
  3499.16 1.7521e-15   3589.22 0 
  3507.22 1.7950e-15   3597.49 0 
  3515.31 1.7202e-15   3605.79 0 
  3523.41 1.8034e-15   3614.10 0 
  3531.53 1.7890e-15   3622.43 0 
  3539.67 1.8626e-15   3630.78 0 
  3547.83 1.9038e-15   3639.15 0 
  3556.01 1.8712e-15   3647.54 0 
  3564.21 1.8821e-15   3655.95 0 
  3572.42 1.8036e-15   3664.37 0 
  3580.66 1.7727e-15   3672.82 0 
  3586.66 1.2776e-15   3678.98 1 
  3589.34 2.0411e-15   3681.73 1 
  3592.02 1.9392e-15   3684.48 1 
  3594.71 2.4070e-15   3687.23 1 
  3597.39 1.4220e-15   3689.98 1 
  3600.07 1.7133e-15   3692.73 1 
  3602.75 1.6054e-15   3695.48 1 
  3605.43 1.8779e-15   3698.23 1 
  3608.11 1.7954e-15   3700.98 1 
  3610.79 1.8076e-15   3703.73 1 
  3613.47 1.6411e-15   3706.48 1 
  3616.15 1.7372e-15   3709.23 1 
  3618.83 1.3556e-15   3711.98 1 
  3621.52 2.1344e-15   3714.73 1 
  3624.20 2.2904e-15   3717.48 1 
  3626.88 2.4914e-15   3720.23 1 
  3629.56 1.4623e-15   3722.98 1 
  3632.24 1.5966e-15   3725.73 1 
  3634.92 1.9955e-15   3728.48 1 
  3637.60 1.7871e-15   3731.23 1 
  3640.28 2.0620e-15   3733.98 1 
  3642.96 1.3206e-15   3736.73 1 
  3645.64 1.1144e-15   3739.48 1 
  3648.33 1.8094e-15   3742.23 1 
  3651.01 2.4027e-15   3744.98 1 
  3653.69 2.2554e-15   3747.73 1 
  3656.37 2.1125e-15   3750.48 1 
  3659.05 2.0546e-15   3753.23 1 
  3661.73 1.7150e-15   3755.98 1 
  3664.41 1.5717e-15   3758.73 1 
  3667.09 2.2289e-15   3761.48 1 
  3669.77 2.3647e-15   3764.23 1 
  3672.45 2.1265e-15   3766.98 1 
  3675.14 1.6403e-15   3769.73 1 
  3677.82 1.5397e-15   3772.48 1 
  3680.50 1.6972e-15   3775.23 1 
  3683.18 1.5529e-15   3777.98 1 
  3685.86 1.9426e-15   3780.73 1 
  3688.54 1.8333e-15   3783.48 1 
  3691.22 2.0846e-15   3786.23 1 
  3693.90 1.8189e-15   3788.98 1 
  3696.58 2.2194e-15   3791.73 1 
  3699.26 2.0196e-15   3794.48 1 
  3701.95 2.5668e-15   3797.23 1 
  3704.63 2.1668e-15   3799.98 1 
  3707.31 2.0867e-15   3802.73 1 
  3709.99 2.0202e-15   3805.48 1 
  3712.67 1.9354e-15   3808.23 1 
  3715.35 1.8709e-15   3810.98 1 
  3718.03 2.1728e-15   3813.73 1 
  3720.71 2.5837e-15   3816.48 1 
  3723.39 3.2883e-15   3819.23 1 
  3726.07 3.4984e-15   3821.98 1 
  3728.76 3.2616e-15   3824.73 1 
  3731.44 2.4263e-15   3827.48 1 
  3734.12 2.0837e-15   3830.23 1 
  3736.80 1.8991e-15   3832.98 1 
  3739.48 1.9499e-15   3835.73 1 
  3742.16 1.5215e-15   3838.48 1 
  3744.84 2.0003e-15   3841.23 1 
  3747.52 2.3577e-15   3843.98 1 
  3750.20 2.2470e-15   3846.73 1 
  3752.88 1.8296e-15   3849.48 1 
  3755.57 1.9545e-15   3852.23 1 
  3758.25 2.0973e-15   3854.98 1 
  3760.93 2.7472e-15   3857.73 1 
  3763.61 2.5213e-15   3860.48 1 
  3766.29 2.0490e-15   3863.23 1 
  3768.97 2.1687e-15   3865.98 1 
  3771.65 2.1183e-15   3868.73 1 
  3774.33 2.4036e-15   3871.48 1 
  3777.01 2.8713e-15   3874.23 1 
  3779.69 2.9614e-15   3876.98 1 
  3782.38 3.0028e-15   3879.73 1 
  3785.06 2.4662e-15   3882.48 1 
  3787.74 2.3777e-15   3885.23 1 
  3790.42 2.5597e-15   3887.98 1 
  3793.10 2.4335e-15   3890.73 1 
  3795.78 2.4933e-15   3893.48 1 
  3798.46 2.4262e-15   3896.23 1 
  3801.14 2.2764e-15   3898.98 1 
  3803.82 1.9957e-15   3901.73 1 
  3806.50 2.8772e-15   3904.48 1 
  3809.19 2.9785e-15   3907.23 1 
  3811.87 2.5762e-15   3909.98 1 
  3814.55 2.7234e-15   3912.73 1 
  3817.23 2.5463e-15   3915.48 1 
  3819.91 2.6711e-15   3918.23 1 
  3822.59 2.6204e-15   3920.98 1 
  3825.27 2.6617e-15   3923.73 1 
  3827.95 2.4233e-15   3926.48 1 
  3830.63 1.8657e-15   3929.23 1 
  3833.31 1.9014e-15   3931.98 1 
  3836.00 1.9270e-15   3934.73 1 
  3838.68 2.0427e-15   3937.48 1 
  3841.36 2.1958e-15   3940.23 1 
  3844.04 2.7710e-15   3942.98 1 
  3846.72 2.7118e-15   3945.73 1 
  3849.40 2.5573e-15   3948.48 1 
  3852.08 3.2627e-15   3951.23 1 
  3854.76 3.2092e-15   3953.98 1 
  3857.44 3.2317e-15   3956.73 1 
  3860.12 3.1196e-15   3959.48 1 
  3862.81 3.0157e-15   3962.23 1 
  3865.49 3.0827e-15   3964.98 1 
  3868.17 3.1241e-15   3967.73 1 
  3870.85 2.9736e-15   3970.48 1 
  3873.53 2.8379e-15   3973.23 1 
  3876.21 2.6699e-15   3975.98 1 
  3878.89 2.7197e-15   3978.73 1 
  3881.57 2.5336e-15   3981.48 1 
  3884.25 2.2532e-15   3984.23 1 
  3886.93 2.1100e-15   3986.98 1 
  3889.62 2.2124e-15   3989.73 1 
  3892.30 2.0414e-15   3992.48 1 
  3894.98 2.1954e-15   3995.23 1 
  3897.66 2.5544e-15   3997.98 1 
  3900.34 2.6151e-15   4000.73 1 
  3903.02 2.6477e-15   4003.48 1 
  3905.70 2.9577e-15   4006.23 1 
  3908.38 2.7300e-15   4008.98 1 
  3911.06 2.9225e-15   4011.73 1 
  3913.74 3.1538e-15   4014.48 1 
  3916.43 3.0577e-15   4017.23 1 
  3919.11 2.9601e-15   4019.98 1 
  3921.79 2.9157e-15   4022.73 1 
  3924.47 2.6528e-15   4025.48 1 
  3927.15 2.6179e-15   4028.23 1 
  3929.83 2.4251e-15   4030.98 1 
  3932.51 1.9442e-15   4033.73 1 
  3935.19 2.3310e-15   4036.48 1 
  3937.87 1.9845e-15   4039.23 1 
  3940.55 2.4744e-15   4041.98 1 
  3943.24 2.6384e-15   4044.73 1 
  3945.92 2.4108e-15   4047.48 1 
  3948.60 2.5410e-15   4050.23 1 
  3951.28 3.0996e-15   4052.98 1 
  3953.96 2.9420e-15   4055.73 1 
  3956.64 2.5679e-15   4058.48 1 
  3959.32 2.5565e-15   4061.23 1 
  3962.00 2.3627e-15   4063.98 1 
  3964.68 2.0181e-15   4066.73 1 
  3967.36 1.6971e-15   4069.48 1 
  3970.04 1.9661e-15   4072.23 1 
  3972.73 1.9488e-15   4074.98 1 
  3975.41 2.5733e-15   4077.73 1 
  3978.09 2.7678e-15   4080.48 1 
  3980.77 3.1452e-15   4083.23 1 
  3983.45 3.2879e-15   4085.98 1 
  3986.13 3.4297e-15   4088.73 1 
  3988.81 3.2636e-15   4091.48 1 
  3991.49 3.4373e-15   4094.23 1 
  3994.17 3.5322e-15   4096.98 1 
  3996.85 3.4131e-15   4099.73 1 
  3999.54 3.3455e-15   4102.48 1 
  4002.22 3.9638e-15   4105.23 1 
  4004.90 3.6040e-15   4107.98 1 
  4007.58 3.6534e-15   4110.73 1 
  4010.26 3.4526e-15   4113.48 1 
  4012.94 3.7072e-15   4116.23 1 
  4015.62 3.2916e-15   4118.98 1 
  4018.30 3.6130e-15   4121.73 1 
  4020.98 3.6408e-15   4124.48 1 
  4023.66 3.6232e-15   4127.23 1 
  4026.35 3.6360e-15   4129.98 1 
  4029.03 3.5465e-15   4132.73 1 
  4031.71 3.4434e-15   4135.48 1 
  4034.39 3.3662e-15   4138.23 1 
  4037.07 3.7628e-15   4140.98 1 
  4039.75 3.5901e-15   4143.73 1 
  4042.43 3.5596e-15   4146.48 1 
  4045.11 3.9244e-15   4149.23 1 
  4047.79 3.6507e-15   4151.98 1 
  4050.47 3.5481e-15   4154.73 1 
  4053.16 3.8020e-15   4157.48 1 
  4055.84 3.8435e-15   4160.23 1 
  4058.52 3.0340e-15   4162.98 1 
  4061.20 3.6614e-15   4165.73 1 
  4063.88 3.7322e-15   4168.48 1 
  4066.56 3.4198e-15   4171.23 1 
  4069.24 3.2954e-15   4173.98 1 
  4071.92 3.2238e-15   4176.73 1 
  4074.60 3.2674e-15   4179.48 1 
  4077.28 3.5299e-15   4182.23 1 
  4079.97 3.2870e-15   4184.98 1 
  4082.65 3.6754e-15   4187.73 1 
  4085.33 3.5427e-15   4190.48 1 
  4088.01 3.5652e-15   4193.23 1 
  4090.69 3.5569e-15   4195.98 1 
  4093.37 3.4875e-15   4198.73 1 
  4096.05 2.7650e-15   4201.48 1 
  4098.73 2.5741e-15   4204.23 1 
  4101.41 2.6254e-15   4206.98 1 
  4104.09 2.8261e-15   4209.73 1 
  4106.78 2.6546e-15   4212.48 1 
  4109.46 2.9194e-15   4215.23 1 
  4112.14 3.4005e-15   4217.98 1 
  4114.82 3.3756e-15   4220.73 1 
  4117.50 3.3293e-15   4223.48 1 
  4120.18 3.2997e-15   4226.23 1 
  4122.86 3.6468e-15   4228.98 1 
  4125.54 3.4624e-15   4231.73 1 
  4128.22 3.6927e-15   4234.48 1 
  4130.90 3.7888e-15   4237.23 1 
  4133.59 3.5250e-15   4239.98 1 
  4136.27 3.7778e-15   4242.73 1 
  4138.95 3.6944e-15   4245.48 1 
  4141.63 3.6252e-15   4248.23 1 
  4144.31 3.4662e-15   4250.98 1 
  4146.99 3.6939e-15   4253.73 1 
  4149.67 3.6676e-15   4256.48 1 
  4152.35 3.5543e-15   4259.23 1 
  4155.03 3.6635e-15   4261.98 1 
  4157.71 3.8277e-15   4264.73 1 
  4160.40 3.4975e-15   4267.48 1 
  4163.08 3.5455e-15   4270.23 1 
  4165.76 3.2228e-15   4272.98 1 
  4168.44 3.4470e-15   4275.73 1 
  4171.12 3.5832e-15   4278.48 1 
  4173.80 3.5317e-15   4281.23 1 
  4176.48 3.4961e-15   4283.98 1 
  4179.16 3.6432e-15   4286.73 1 
  4181.84 3.6222e-15   4289.48 1 
  4184.52 3.5905e-15   4292.23 1 
  4187.21 3.4202e-15   4294.98 1 
  4189.89 3.4766e-15   4297.73 1 
  4192.57 3.7755e-15   4300.48 1 
  4195.25 3.8267e-15   4303.23 1 
  4197.93 3.4015e-15   4305.98 1 
  4200.61 3.3933e-15   4308.73 1 
  4203.29 3.3854e-15   4311.48 1 
  4205.97 3.4819e-15   4314.23 1 
  4208.65 3.8327e-15   4316.98 1 
  4211.33 3.4504e-15   4319.73 1 
  4214.02 3.6357e-15   4322.48 1 
  4216.70 3.9307e-15   4325.23 1 
  4219.38 3.8294e-15   4327.98 1 
  4222.06 3.5985e-15   4330.73 1 
  4224.74 3.6606e-15   4333.48 1 
  4227.42 3.5340e-15   4336.23 1 
  4230.10 3.5179e-15   4338.98 1 
  4232.78 3.8723e-15   4341.73 1 
  4235.46 3.6225e-15   4344.48 1 
  4238.14 3.6863e-15   4347.23 1 
  4240.83 3.8410e-15   4349.98 1 
  4243.51 3.7085e-15   4352.73 1 
  4246.19 3.6238e-15   4355.48 1 
  4248.87 3.6048e-15   4358.23 1 
  4251.55 3.7996e-15   4360.98 1 
  4254.23 3.4545e-15   4363.73 1 
