# An Atlas of Galaxy Spectral Energy Distributions from the Ultraviolet to the Mid-Infrared
# Brown et al. (2014)
# http://dx.doi.org/10.5072/03/529D3551F0117
# 
# Column 1 : Restframe Wavelength (Angstrom)
# Column 2 : Flux per unit wavelength (ergs/s/cm^2/Angstrom)
# Column 3 : Observed wavelength (Angstrom)
# Column 4 : Source (0 = model, 1 = Optical Spectrum, 2 = Akari, 3 = Spitzer IRS)
# 
   102.03 2.5404e-24    102.80 0 
  1856.56 1.7374e-14   1870.68 0 
  1865.12 1.8026e-14   1879.32 0 
  1873.73 1.8876e-14   1887.99 0 
  1886.72 1.7943e-14   1901.08 0 
  1895.43 1.7616e-14   1909.85 0 
  1904.18 1.8235e-14   1918.67 0 
  1912.97 1.8026e-14   1927.53 0 
  1926.23 1.7738e-14   1940.89 0 
  1935.12 1.7535e-14   1949.84 0 
  1944.05 1.9050e-14   1958.84 0 
  1953.03 1.8277e-14   1967.89 0 
  1966.56 1.9629e-14   1981.53 0 
  1975.64 1.9902e-14   1990.67 0 
  1984.76 1.9227e-14   1999.86 0 
  1993.92 1.8832e-14   2009.09 0 
  2003.12 1.8963e-14   2018.37 0 
  2017.01 1.8746e-14   2032.36 0 
  2026.32 1.9006e-14   2041.74 0 
  2035.67 1.8919e-14   2051.16 0 
  2045.07 1.9584e-14   2060.63 0 
  2054.51 1.8919e-14   2070.14 0 
  2063.99 1.9006e-14   2079.70 0 
  2073.52 2.0272e-14   2089.30 0 
  2078.30 2.0179e-14   2094.11 0 
  2083.09 2.0554e-14   2098.94 0 
  2092.70 1.9720e-14   2108.63 0 
  2107.21 1.9674e-14   2123.24 0 
  2116.94 1.9994e-14   2133.04 0 
  2126.71 2.0179e-14   2142.89 0 
  2136.52 1.8832e-14   2152.78 0 
  2146.39 1.9765e-14   2162.72 0 
  2156.29 2.0179e-14   2172.70 0 
  2166.25 1.9449e-14   2182.73 0 
  2176.25 1.9404e-14   2192.81 0 
  2186.29 1.9674e-14   2202.93 0 
  2196.38 2.0602e-14   2213.09 0 
  2206.52 1.9994e-14   2223.31 0 
  2216.71 1.8963e-14   2233.57 0 
  2226.94 1.8746e-14   2243.88 0 
  2237.22 2.0366e-14   2254.24 0 
  2247.54 1.9494e-14   2264.64 0 
  2252.72 1.8617e-14   2269.86 0 
  2263.12 1.8789e-14   2280.34 0 
  2273.57 1.9449e-14   2290.87 0 
  2284.06 2.0227e-14   2301.44 0 
  2294.61 1.9148e-14   2312.07 0 
  2305.20 1.9604e-14   2322.74 0 
  2315.84 1.9035e-14   2333.46 0 
  2326.53 1.5913e-14   2344.23 0 
  2337.26 1.7699e-14   2355.05 0 
  2342.65 1.6484e-14   2360.48 0 
  2353.47 1.8718e-14   2371.37 0 
  2364.33 1.6729e-14   2382.32 0 
  2375.24 1.7770e-14   2393.32 0 
  2386.21 1.5772e-14   2404.36 0 
  2397.22 1.6987e-14   2415.46 0 
  2402.75 1.6566e-14   2421.03 0 
  2413.84 1.6999e-14   2432.20 0 
  2424.98 1.8778e-14   2443.43 0 
  2436.17 1.8233e-14   2454.71 0 
  2447.42 1.9368e-14   2466.04 0 
  2453.06 1.9239e-14   2471.72 0 
  2464.38 1.9072e-14   2483.13 0 
  2475.76 1.8223e-14   2494.60 0 
  2487.18 1.8190e-14   2506.11 0 
  2492.92 1.7577e-14   2511.89 0 
  2504.42 2.0006e-14   2523.48 0 
  2510.20 1.7190e-14   2529.30 0 
  2515.98 1.6842e-14   2535.13 0 
  2527.60 1.6429e-14   2546.83 0 
  2533.42 1.7011e-14   2552.70 0 
  2545.12 1.7137e-14   2564.48 0 
  2556.87 1.9018e-14   2576.32 0 
  2562.76 1.8251e-14   2582.26 0 
  2574.59 1.9566e-14   2594.18 0 
  2586.47 1.9352e-14   2606.15 0 
  2592.44 1.9048e-14   2612.16 0 
  2604.40 1.8242e-14   2624.22 0 
  2616.42 1.7795e-14   2636.33 0 
  2622.45 1.9338e-14   2642.41 0 
  2634.56 2.0732e-14   2654.61 0 
  2646.72 2.3382e-14   2666.86 0 
  2652.82 2.4774e-14   2673.01 0 
  2665.07 2.1889e-14   2685.34 0 
  2677.37 2.3092e-14   2697.74 0 
  2683.54 2.3691e-14   2703.96 0 
  2695.93 2.1768e-14   2716.44 0 
  2702.14 2.2958e-14   2722.70 0 
  2714.61 2.1094e-14   2735.27 0 
  2727.14 2.0816e-14   2747.89 0 
  2733.43 2.2260e-14   2754.23 0 
  2746.05 1.8440e-14   2766.94 0 
  2752.38 1.9628e-14   2773.32 0 
  2765.08 2.1044e-14   2786.12 0 
  2777.84 2.2201e-14   2798.98 0 
  2784.25 1.9837e-14   2805.43 0 
  2797.10 1.4479e-14   2818.38 0 
  2803.55 1.5807e-14   2824.88 0 
  2816.49 2.2136e-14   2837.92 0 
  2822.98 2.4222e-14   2844.46 0 
  2836.01 2.3576e-14   2857.59 0 
  2842.55 2.2314e-14   2864.18 0 
  2855.67 2.0269e-14   2877.40 0 
  2862.25 2.4097e-14   2884.03 0 
  2875.46 2.5015e-14   2897.34 0 
  2882.09 2.4736e-14   2904.02 0 
  2895.40 2.5153e-14   2917.43 0 
  2908.76 2.8499e-14   2930.89 0 
  2928.92 2.7178e-14   2951.21 0 
  2949.23 2.6644e-14   2971.67 0 
  2969.67 2.7414e-14   2992.27 0 
  2990.25 2.7756e-14   3013.01 0 
  3010.98 2.8233e-14   3033.89 0 
  3031.85 2.8651e-14   3054.92 0 
  3052.87 2.9210e-14   3076.10 0 
  3066.96 2.9840e-14   3090.30 0 
  3088.22 3.0143e-14   3111.72 0 
  3109.62 3.0874e-14   3133.29 0 
  3131.18 3.0199e-14   3155.01 0 
  3152.88 3.0507e-14   3176.87 0 
  3167.44 3.1453e-14   3191.54 0 
  3189.39 2.9585e-14   3213.66 0 
  3211.50 3.1152e-14   3235.94 0 
  3226.32 2.9293e-14   3250.87 0 
  3248.69 3.2899e-14   3273.41 0 
  3271.21 3.5204e-14   3296.10 0 
  3286.31 3.5065e-14   3311.31 0 
  3309.09 3.4857e-14   3334.26 0 
  3324.36 3.3773e-14   3349.66 0 
  3332.02 3.4811e-14   3357.38 0 
  3339.70 3.2126e-14   3365.12 0 
  3347.40 3.6728e-14   3372.87 0 
  3355.12 3.5411e-14   3380.65 0 
  3362.85 3.1138e-14   3388.44 0 
  3370.61 3.2243e-14   3396.25 0 
  3378.38 3.4640e-14   3404.08 0 
  3386.16 3.4651e-14   3411.93 0 
  3393.97 3.4903e-14   3419.79 0 
  3401.79 3.9084e-14   3427.68 0 
  3409.64 3.4447e-14   3435.58 0 
  3417.50 3.3519e-14   3443.50 0 
  3425.37 3.6428e-14   3451.44 0 
  3433.27 3.9772e-14   3459.39 0 
  3441.18 3.5787e-14   3467.37 0 
  3449.12 3.4346e-14   3475.36 0 
  3457.07 3.5483e-14   3483.37 0 
  3465.04 3.3742e-14   3491.40 0 
  3473.02 3.7697e-14   3499.45 0 
  3481.03 3.4871e-14   3507.52 0 
  3489.06 3.7636e-14   3515.60 0 
  3497.10 3.4814e-14   3523.71 0 
  3505.16 3.8010e-14   3531.83 0 
  3513.24 3.5731e-14   3539.97 0 
  3521.34 3.9192e-14   3548.13 0 
  3529.46 3.3063e-14   3556.31 0 
  3537.59 3.8592e-14   3564.51 0 
  3545.75 3.9413e-14   3572.73 0 
  3553.92 4.0532e-14   3580.96 0 
  3562.12 3.8543e-14   3589.22 0 
  3570.33 3.4363e-14   3597.49 0 
  3578.56 3.5095e-14   3605.79 0 
  3586.81 3.1798e-14   3614.10 0 
  3595.08 3.6437e-14   3622.43 0 
  3603.36 4.0898e-14   3630.78 0 
  3611.67 3.5144e-14   3639.15 0 
  3620.00 3.8994e-14   3647.54 0 
  3628.34 4.1991e-14   3655.95 0 
  3636.70 3.6839e-14   3664.37 0 
  3645.09 4.2214e-14   3672.82 0 
  3653.49 3.8870e-14   3681.29 0 
  3661.91 4.5474e-14   3689.78 0 
  3670.35 4.3045e-14   3698.28 0 
  3678.82 4.3458e-14   3706.81 0 
  3687.30 4.0853e-14   3715.35 0 
  3695.80 4.3791e-14   3723.92 0 
  3701.81 3.4348e-14   3729.98 1 
  3704.54 3.5159e-14   3732.73 1 
  3707.27 3.3417e-14   3735.48 1 
  3710.00 3.4260e-14   3738.23 1 
  3712.73 3.7777e-14   3740.98 1 
  3715.46 3.3069e-14   3743.73 1 
  3718.19 2.8690e-14   3746.48 1 
  3720.92 3.8055e-14   3749.23 1 
  3723.65 3.9136e-14   3751.98 1 
  3726.38 4.7318e-14   3754.73 1 
  3729.11 5.7983e-14   3757.48 1 
  3731.83 6.5141e-14   3760.23 1 
  3734.56 5.5347e-14   3762.98 1 
  3737.29 4.0468e-14   3765.73 1 
  3740.02 4.4187e-14   3768.48 1 
  3742.75 4.2034e-14   3771.23 1 
  3745.48 5.3328e-14   3773.98 1 
  3748.21 4.6458e-14   3776.73 1 
  3750.94 2.7167e-14   3779.48 1 
  3753.67 2.6576e-14   3782.23 1 
  3756.40 4.1512e-14   3784.98 1 
  3759.13 4.7457e-14   3787.73 1 
  3761.86 4.7059e-14   3790.48 1 
  3764.59 4.4737e-14   3793.23 1 
  3767.31 3.5866e-14   3795.98 1 
  3770.04 3.0274e-14   3798.73 1 
  3772.77 3.4604e-14   3801.48 1 
  3775.50 3.8340e-14   3804.23 1 
  3778.23 4.4709e-14   3806.98 1 
  3780.96 5.4775e-14   3809.73 1 
  3783.69 5.3479e-14   3812.48 1 
  3786.42 5.2685e-14   3815.23 1 
  3789.15 5.3536e-14   3817.98 1 
  3791.88 5.7811e-14   3820.73 1 
  3794.61 4.4252e-14   3823.48 1 
  3797.34 4.1224e-14   3826.23 1 
  3800.07 4.8884e-14   3828.98 1 
  3802.79 4.7158e-14   3831.73 1 
  3805.52 4.7245e-14   3834.48 1 
  3808.25 5.4070e-14   3837.23 1 
  3810.98 5.6363e-14   3839.98 1 
  3813.71 6.1958e-14   3842.73 1 
  3816.44 5.7620e-14   3845.48 1 
  3819.17 5.4541e-14   3848.23 1 
  3821.90 4.9682e-14   3850.98 1 
  3824.63 4.4520e-14   3853.73 1 
  3827.36 3.6554e-14   3856.48 1 
  3830.09 3.7387e-14   3859.23 1 
  3832.82 3.9198e-14   3861.98 1 
  3835.55 3.2914e-14   3864.73 1 
  3838.27 3.5911e-14   3867.48 1 
  3841.00 3.4553e-14   3870.23 1 
  3843.73 4.2167e-14   3872.98 1 
  3846.46 5.2227e-14   3875.73 1 
  3849.19 5.4205e-14   3878.48 1 
  3851.92 5.6941e-14   3881.23 1 
  3854.65 6.1943e-14   3883.98 1 
  3857.38 6.2141e-14   3886.73 1 
  3860.11 5.8142e-14   3889.48 1 
  3862.84 5.9983e-14   3892.23 1 
  3865.57 6.3228e-14   3894.98 1 
  3868.30 7.2421e-14   3897.73 1 
  3871.03 6.2996e-14   3900.48 1 
  3873.75 6.0245e-14   3903.23 1 
  3876.48 6.2533e-14   3905.98 1 
  3879.21 5.3692e-14   3908.73 1 
  3881.94 5.5064e-14   3911.48 1 
  3884.67 5.0723e-14   3914.23 1 
  3887.40 4.5646e-14   3916.98 1 
  3890.13 3.9294e-14   3919.73 1 
  3892.86 4.0068e-14   3922.48 1 
  3895.59 4.4637e-14   3925.23 1 
  3898.32 5.0641e-14   3927.98 1 
  3901.05 5.5870e-14   3930.73 1 
  3903.78 5.4775e-14   3933.48 1 
  3906.51 5.8732e-14   3936.23 1 
  3909.23 6.2918e-14   3938.98 1 
  3911.96 6.9556e-14   3941.73 1 
  3914.69 6.7220e-14   3944.48 1 
  3917.42 6.3357e-14   3947.23 1 
  3920.15 6.2530e-14   3949.98 1 
  3922.88 5.9439e-14   3952.73 1 
  3925.61 6.1292e-14   3955.48 1 
  3928.34 5.6047e-14   3958.23 1 
  3931.07 4.8724e-14   3960.98 1 
  3933.80 4.2882e-14   3963.73 1 
  3936.53 3.9754e-14   3966.48 1 
  3939.26 4.3123e-14   3969.23 1 
  3941.99 5.0158e-14   3971.98 1 
  3944.71 5.3566e-14   3974.73 1 
  3947.44 6.1348e-14   3977.48 1 
  3950.17 6.2937e-14   3980.23 1 
  3952.90 6.3539e-14   3982.98 1 
  3955.63 6.1811e-14   3985.73 1 
  3958.36 6.3524e-14   3988.48 1 
  3961.09 5.4491e-14   3991.23 1 
  3963.82 4.9631e-14   3993.98 1 
  3966.55 4.1651e-14   3996.73 1 
  3969.28 3.6104e-14   3999.48 1 
  3972.01 3.0357e-14   4002.23 1 
  3974.74 3.5535e-14   4004.98 1 
  3977.47 4.4156e-14   4007.73 1 
  3980.19 5.4096e-14   4010.48 1 
  3982.92 6.5116e-14   4013.23 1 
  3985.65 6.2893e-14   4015.98 1 
  3988.38 6.3668e-14   4018.73 1 
  3991.11 6.7391e-14   4021.48 1 
  3993.84 6.7313e-14   4024.23 1 
  3996.57 6.7749e-14   4026.98 1 
  3999.30 7.1232e-14   4029.73 1 
  4002.03 7.1085e-14   4032.48 1 
  4004.76 7.3118e-14   4035.23 1 
  4007.49 7.0288e-14   4037.98 1 
  4010.22 7.2338e-14   4040.73 1 
  4012.95 7.5461e-14   4043.48 1 
  4015.67 7.2608e-14   4046.23 1 
  4018.40 7.2027e-14   4048.98 1 
  4021.13 7.7684e-14   4051.73 1 
  4023.86 7.7774e-14   4054.48 1 
  4026.59 7.8379e-14   4057.23 1 
  4029.32 7.7852e-14   4059.98 1 
  4032.05 7.4745e-14   4062.73 1 
  4034.78 7.0024e-14   4065.48 1 
  4037.51 7.5369e-14   4068.23 1 
  4040.24 7.9329e-14   4070.98 1 
  4042.97 7.7084e-14   4073.73 1 
  4045.70 7.3267e-14   4076.48 1 
  4048.43 7.1753e-14   4079.23 1 
  4051.15 7.2853e-14   4081.98 1 
  4053.88 7.5091e-14   4084.73 1 
  4056.61 7.7503e-14   4087.48 1 
  4059.34 7.6898e-14   4090.23 1 
  4062.07 7.4064e-14   4092.98 1 
  4064.80 7.5767e-14   4095.73 1 
  4067.53 7.0967e-14   4098.48 1 
  4070.26 7.0189e-14   4101.23 1 
  4072.99 6.9727e-14   4103.98 1 
  4075.72 7.0294e-14   4106.73 1 
  4078.45 6.8865e-14   4109.48 1 
  4081.18 6.7695e-14   4112.23 1 
  4083.91 7.0557e-14   4114.98 1 
  4086.63 6.9590e-14   4117.73 1 
  4089.36 7.0005e-14   4120.48 1 
  4092.09 6.8890e-14   4123.23 1 
  4094.82 6.3674e-14   4125.98 1 
  4097.55 6.0463e-14   4128.73 1 
  4100.28 5.3700e-14   4131.48 1 
  4103.01 5.3895e-14   4134.23 1 
  4105.74 5.2709e-14   4136.98 1 
  4108.47 5.4389e-14   4139.73 1 
  4111.20 5.8000e-14   4142.48 1 
  4113.93 6.2486e-14   4145.23 1 
  4116.66 6.8995e-14   4147.98 1 
  4119.39 7.1410e-14   4150.73 1 
  4122.11 7.1325e-14   4153.48 1 
  4124.84 6.7983e-14   4156.23 1 
  4127.57 6.6591e-14   4158.98 1 
  4130.30 6.9140e-14   4161.73 1 
  4133.03 6.9008e-14   4164.48 1 
  4135.76 7.0040e-14   4167.23 1 
  4138.49 7.6070e-14   4169.98 1 
  4141.22 7.6539e-14   4172.73 1 
  4143.95 7.6522e-14   4175.48 1 
  4146.68 7.2077e-14   4178.23 1 
  4149.41 7.5472e-14   4180.98 1 
  4152.14 7.6879e-14   4183.73 1 
  4154.87 7.7412e-14   4186.48 1 
  4157.59 7.6365e-14   4189.23 1 
  4160.32 7.6260e-14   4191.98 1 
  4163.05 7.9128e-14   4194.73 1 
  4165.78 7.8285e-14   4197.48 1 
  4168.51 7.5048e-14   4200.23 1 
  4171.24 7.5967e-14   4202.98 1 
  4173.97 7.4206e-14   4205.73 1 
  4176.70 7.1564e-14   4208.48 1 
  4179.43 7.0683e-14   4211.23 1 
  4182.16 7.0688e-14   4213.98 1 
  4184.89 6.7610e-14   4216.73 1 
  4187.62 6.9930e-14   4219.48 1 
  4190.35 7.1667e-14   4222.23 1 
  4193.07 7.2688e-14   4224.98 1 
  4195.80 7.5605e-14   4227.73 1 
  4198.53 7.2543e-14   4230.48 1 
  4201.26 7.6399e-14   4233.23 1 
  4203.99 7.4598e-14   4235.98 1 
  4206.72 7.2325e-14   4238.73 1 
  4209.45 7.6534e-14   4241.48 1 
  4212.18 7.9001e-14   4244.23 1 
  4214.91 7.6497e-14   4246.98 1 
  4217.64 7.7033e-14   4249.73 1 
  4220.37 7.8753e-14   4252.48 1 
  4223.10 7.2898e-14   4255.23 1 
  4225.83 6.8875e-14   4257.98 1 
  4228.55 6.8246e-14   4260.73 1 
  4231.28 6.6281e-14   4263.48 1 
  4234.01 6.9526e-14   4266.23 1 
  4236.74 7.6078e-14   4268.98 1 
  4239.47 7.6125e-14   4271.73 1 
  4242.20 7.3694e-14   4274.48 1 
  4244.93 7.6733e-14   4277.23 1 
  4247.66 7.6255e-14   4279.98 1 
  4250.39 7.5390e-14   4282.73 1 
  4253.12 7.3478e-14   4285.48 1 
  4255.85 7.1759e-14   4288.23 1 
  4258.58 7.3159e-14   4290.98 1 
  4261.31 7.3622e-14   4293.73 1 
  4264.03 7.5812e-14   4296.48 1 
  4266.76 7.4919e-14   4299.23 1 
  4269.49 7.1710e-14   4301.98 1 
  4272.22 7.2474e-14   4304.73 1 
  4274.95 7.4662e-14   4307.48 1 
  4277.68 7.0418e-14   4310.23 1 
  4280.41 7.3586e-14   4312.98 1 
  4283.14 7.4988e-14   4315.73 1 
  4285.87 7.5697e-14   4318.48 1 
  4288.60 7.2722e-14   4321.23 1 
  4291.33 7.2671e-14   4323.98 1 
  4294.06 7.0381e-14   4326.73 1 
  4296.79 6.9206e-14   4329.48 1 
  4299.51 7.1052e-14   4332.23 1 
  4302.24 6.5513e-14   4334.98 1 
  4304.97 6.2173e-14   4337.73 1 
  4307.70 6.5719e-14   4340.48 1 
  4310.43 6.4728e-14   4343.23 1 
  4313.16 6.5866e-14   4345.98 1 
  4315.89 7.1142e-14   4348.73 1 
  4318.62 7.5602e-14   4351.48 1 
  4321.35 7.4175e-14   4354.23 1 
  4324.08 7.2852e-14   4356.98 1 
  4326.81 6.9224e-14   4359.73 1 
  4329.54 7.0892e-14   4362.48 1 
  4332.27 6.6410e-14   4365.23 1 
  4335.00 6.5382e-14   4367.98 1 
  4337.72 6.0228e-14   4370.73 1 
  4340.45 6.0786e-14   4373.48 1 
  4343.18 5.8697e-14   4376.23 1 
  4345.91 5.9685e-14   4378.98 1 
